	400_vs_60k_in_HPLM_fc	400_vs_60k_in_HPLM_p	400_vs_60k_in_DMEM_fc	400_vs_60k_in_DMEM_p	400_vs_60k_in_HPLM_15mM_Glucose_fc	400_vs_60k_in_HPLM_15mM_Glucose_p	400_vs_60k_in_DMEM_15mM_Glucose_fc	400_vs_60k_in_DMEM_15mM_Glucose_p	60k_HPLM_vs_DMEM_fc	60k_HPLM_vs_DMEM_p	400_HPLM_vs_DMEM_fc	400_HPLM_vs_DMEM_p	60k_HPLM_vs_DMEM_15mM_Glucose_fc	60k_HPLM_vs_DMEM_15mM_Glucose_p	400_HPLM_vs_DMEM_15mM_Glucose_fc	400_HPLM_vs_DMEM_15mM_Glucose_p
TCERG1	0.03364525329186329	0.21159848539833942	0.0014731577131624068	0.9403574529577854	0.021302798561379496	0.21181784637268047	-0.018963478359288754	0.026949657339579682	0.0004474564082257475	0.9839322411094797	0.03261955198692645	0.180763286448381	-0.015200464339846642	0.3314204017266897	0.025065812580821537	0.0033946190725446263
NDC80	0.07112310248526002	0.5131921353023795	-0.2670673630860269	0.16689976237160234	0.07790289038899187	0.6369173561909052	-0.07134943795834078	0.2759084062921247	-0.107044008911037	0.2123133739524741	0.23114645666024988	0.2308939604177015	-0.22211319117812553	0.07543378103228289	-0.07286086283079315	0.6176881150011946
TNPO2	-0.04079184725189052	0.7183201817610475	0.08148046699402875	0.22369026394676592	-0.007394565659388414	0.824597813546576	-0.04331389697941155	0.4449641437601153	-0.0823284382449353	0.42459482071926374	-0.20460075249085463	0.07093550993011623	-0.10012182097791109	0.08251603279568155	-0.06420248965788787	0.2486468119176763
TNPO2	-0.06260225116213358	0.7262485011774965	0.08422723303777399	0.3384483314806436	0.3241739136757281	0.07211068899236374	-0.054094509434705305	0.6106482462170448	-0.08172032158632558	0.4921294279940902	-0.22854980578623318	0.212304172496338	-0.3557012552456837	0.055151708431289775	0.022567167864749445	0.8273499539549435
POLR3A	0.08110701347432578	0.0939022453495912	0.04293236774244287	0.2150372738152509	-0.011821340914935497	0.8046190550992554	-0.021335725629162167	0.3468956218242444	-0.03282031707763471	0.4522645386823552	0.005354328654247833	0.8036757466008793	-0.026758061795285348	0.5806412753843849	-0.017243677081058624	0.4488135758886348
PSMA7	-0.00740386001623747	0.7726085233832148	0.020512646388658476	0.34517321298360826	0.011955652034352398	0.6108610521173691	0.0035277681888790094	0.7851791441774706	-0.015918354592775477	0.3164103307326054	-0.043834860997671435	0.17410233132354044	-0.018576469488625347	0.47267055544593717	-0.010148585643152113	0.0932054341155046
PSMA7	-0.020624244637267617	0.5167891139257204	0.006228087897098788	0.6231690289226604	0.019695343573016867	0.06554415355471487	0.0068386364529450325	0.42850381226111084	0.004316488483459945	0.6895308194182741	-0.022535844050906223	0.4867102433977579	-0.004016635378218516	0.5458426516259924	0.008840071741853127	0.3252335143084206
SCAMP3	0.06107311273079167	0.32383731455255993	-0.04115662997835769	0.035829471316518605	0.0031926679976492477	0.9241561621098341	0.030062426318794393	0.2146140956197674	-0.0545482350423701	0.3598306627904523	0.047681507666779144	0.16231235743842387	0.049807142464921544	0.08007774485523131	0.022937384143776354	0.5121086131335573
OPLAH	0.11878862258560353	0.21163924106380014	0.038843340870578266	0.1683188182712275	-0.031371007961811644	0.7121790021275192	-0.005749729510363706	0.7654505684290066	-0.12647718849989248	0.19086228337911795	-0.04653190678486743	0.2773230392810456	-0.09655828620637229	0.2785882559395298	-0.12217956465782027	0.05981755954949211
BACH1	-0.019977287717600004	0.7231006409167537	-0.03719157424059152	0.722622144551994	-0.0729387676836468	0.5051559510569642	0.13418731664021907	0.5403230452830023	0.19027998878915073	0.12284189411381335	0.2074942753121421	0.09993021181032202	0.13304769097887664	0.5414710541080741	-0.07407839334498918	0.48044207573347836
BCKDK	0.07768521117311337	0.07273191203379463	0.08177347907395584	0.3109907497061939	-0.024498568018763177	0.5864797343505344	0.09480308304423002	0.0477657957311945	0.0379365269602735	0.6087226611188046	0.03384825905943115	0.32089300585399905	0.05279982814480832	0.19159541413748388	-0.06650182291818495	0.18891511494314625
MGST3	0.009860507260716952	0.6850009446775749	0.06145532953207746	0.06796781797572864	-0.012153180120768315	0.3888061932446538	0.009599904944923398	0.666210218820575	-0.015433591895201028	0.4757453317975194	-0.0670284141665616	0.0652597551744222	-0.03801393585273649	0.17551938424458394	-0.059767020918428254	0.002408795652987048
GEMIN2	0.11911888054480524	0.528635566388059	-0.16645606307076677	0.18844577856760586	0.11785552470209923	0.5084452424693933	0.12617137864831615	0.42060196696086105	-0.26665987374875155	0.0924813702212192	0.018915069866820223	0.9145415042579735	-0.10831686365436935	0.5784416079927961	-0.11663271760058631	0.38230962220911374
IRF6	0.004318016924477831	0.7451360483034188	0.0009673579051803835	0.9708885028804601	-0.006576960603726062	0.7148270549073126	-0.01433487141035985	0.08364887094296948	0.029484551794615108	0.3260624124273939	0.03283521081391233	0.03459405723529721	0.012343353239171394	0.46775421890275287	0.020101264045805298	0.1565249882278443
TAX1BP3	-0.049059439699061735	0.1661800032055768	-0.021065650565686943	0.42779199602749496	0.006644385173880451	0.8502797002334774	-0.006499836130323217	0.3295049240038649	0.02356095668718997	0.46486329179268254	-0.004432832446184851	0.836369821642083	-0.0493031305431419	0.22472908242938533	-0.03615890923893826	0.11206775102143791
GIPC1	-0.006743501287644042	0.7506595400368776	0.007633995548988888	0.6295023616664048	-0.007231913579528733	0.8018175005126875	-0.025426368711260028	0.10136057791647092	-0.011437950114945689	0.4745412646118415	-0.025815446951578475	0.2650356780902057	-0.0508704476544089	0.14291645396422845	-0.032675992522677444	0.11351060341608007
GIPC1	0.015251652510758999	0.713611715525221	0.021006670473572516	0.3640833928689236	-0.02148802658596717	0.5470183639465156	-0.0011428240326174625	0.9231151640659725	-0.034325433719980175	0.4462317701426832	-0.040080451682793755	0.14852006664671052	-0.06609153039830329	0.1323085404290829	-0.08643673295165305	0.012975560312214845
IKBKB	0.1144589101320851	0.09998718132846904	0.10349515745414095	0.2717881764694252	0.025995492372221967	0.644247299019443	-0.021598347624432124	0.4048063891819767	-0.06262180630044101	0.5123233763002158	-0.051658053622496994	0.07987626096120606	-0.1199545733100194	0.11976829753790041	-0.07236073331336543	0.05541137216968822
TIMM23	0.02374664590585729	0.7554374363902364	-0.10608047769832102	0.2534950794139149	-0.0600959731058761	0.44274065533681833	-0.042544448173082276	0.8358088264284866	-0.047598422832668075	0.3470640279037013	0.08222870077151032	0.42811893247011956	0.2268356463845713	0.11213299427055709	0.20928412145177774	0.3778294959953707
TIMM23	0.03746964224789762	0.11626247686819344	0.035778513283737	0.03584942753007862	0.014238282562587194	0.5250828840809781	0.0075720302595316275	0.3720449246009303	-0.011627623858650243	0.5359715490774284	-0.009936494894489391	0.5152583768748188	-0.04370391410078561	0.1259360218668934	-0.03703766179773018	0.008270683684433493
HAT1	0.0286452107631349	0.1479082385987271	-0.005013790496155627	0.5091899812074312	0.010264443519876872	0.5118173681165306	-0.007943172035036307	0.2942906886708648	-0.06056659508426622	0.03011087665865434	-0.026907593824975765	0.030489468568769416	-0.056261911461446414	0.02404981517575799	-0.03805429590653304	0.040093693363572436
UBE2L6	0.020596932017343774	0.2493176830517733	0.10364733122305786	0.25259292568416825	-0.07226632047082898	0.127857151603046	-0.05257328354269441	0.44245424708057296	0.08121414780549417	0.34281891875555975	-0.001836251400219776	0.9105751699941886	0.0709984789511063	0.21797223535348295	0.05130544202297141	0.40830710679400384
CASK	0.09492936003792543	0.11990203364438168	0.08476574526191939	0.11483758391708904	-0.05691948354000817	0.7717607348717515	0.08070534321730158	0.14937028093448407	0.016835162866603626	0.7607635162892996	0.026998777642609596	0.38478275884149116	-0.06326547347181125	0.7299099149678495	-0.2008903002291209	0.08225955793298576
PLD2	0.018202116797158028	0.3788699563443205	0.013922858352951819	0.7360142968650174	-0.036559062329267554	0.4933236100173687	-0.01731861749603457	0.19099775341790898	-0.006604478875494534	0.8606070066830627	-0.002325220431288103	0.931972103842874	-0.009094703305799149	0.8411866359478206	-0.028335148139032162	0.37699003700104317
UQCRQ	0.12256649033294179	0.15871746918285443	0.03257622756706601	0.6206130052207566	0.2955754324475911	0.35574402372358144	0.1135786232815258	0.4175643776516733	-0.0639807538580329	0.4606741638918447	0.026009508907842652	0.4814726322656377	-0.230106987108154	0.47671967665965925	-0.048110177942088744	0.569663541360096
UQCR11	-0.02645008920693264	0.3473407203621748	0.011411060433688868	0.7809017005085359	-0.01584576122548815	0.357719392547986	0.004721170819925573	0.495836218424216	-0.010500903882145396	0.6976418957975614	-0.048362053522767005	0.2963235493739686	-0.07383046853964428	0.010482871750512879	-0.09439740058505786	0.006784169760557082
HGS	-0.007582193601113565	0.7325432919062618	-0.0038211497787813934	0.9152534150924994	-0.017016001188064674	0.5242523850330929	-0.04505504329064371	0.08744520495809355	0.020373656433672078	0.5772422730112872	0.016612612611340165	0.4937107467106137	-0.02799113376463939	0.3451655654371736	4.7908337939757256e-05	0.9977490695846964
AURKA	0.046132669672028906	0.29214778507259737	-0.06635862917134643	0.05751908193742336	0.04168832463942539	0.4354736294139696	-0.04146884799243381	0.48632604697536436	-0.09453988329764847	0.021594024909185685	0.01795141554572678	0.6411491645719211	-0.1068187349059902	0.1258512810227749	-0.023661562274131045	0.6451852621718288
RAB29	0.007917158864651445	0.6911250232655992	-0.0255668193233333	0.6216326910758792	-0.02772734506716398	0.3918805055987214	0.0020469646622534084	0.9180916975980435	-0.026231290420935846	0.14749370567896852	0.007252687767048708	0.8882706872694273	-0.03224137799496922	0.3189758125367119	-0.06201568772438692	0.08614564737599871
VPS26C	0.015343218881375662	0.5575641822150502	-0.005471407898306842	0.9293622790319108	-0.08739449129075284	0.12712771105058562	0.05107223451438703	0.22547464352694466	-0.023272425719404657	0.3431662914077856	-0.0024577989397223353	0.968621463171658	0.01808027205011469	0.6157496242759786	-0.12038645375502503	0.07421926071440049
PPP1R12A	-0.028177424395706356	0.012404242480688601	-0.025707544004172384	0.18725748716425206	0.0025777254291487976	0.7460170285358825	-0.007306042615561465	0.6045834386903481	0.023606704520016515	0.02759392169623103	0.021136824128482525	0.25370573059320195	0.021287802629308978	0.17632966601563943	0.031171570674019045	0.025094209755458993
PPP1R12A	-0.037764662807114685	0.2903970292304598	-0.07277607782504286	0.22491386295941726	0.32810559460126926	0.5035914426207148	0.005192421598825203	0.6050192913296292	0.016715765029643156	0.595510375170902	0.05172718004757159	0.3474526401393788	-0.354289334603863	0.4767096818993218	-0.03137616160141919	0.3945694904426135
GAK	-0.008208854066287574	0.7047373444823251	0.005180215527701548	0.8156149451502318	0.04619296451524215	0.16264808444165735	0.009277874186086969	0.3632150837969268	0.005132606352864765	0.7972794560426794	-0.008256463241124336	0.7277108492402811	-0.02907535945396469	0.32169563307376925	0.007839730875190716	0.46586310980137285
HNRNPDL	0.005780571746318173	0.7950761484339353	-0.02131592615246365	0.37438885603570166	0.00810208993593543	0.7387960148774084	-0.0002455858043066998	0.9662806583166412	0.004830980563979277	0.8056160798656864	0.031927478462760936	0.24531635208582814	0.0012686744391498862	0.9213241601342423	0.009616350179391902	0.6715500724731749
XPO1	0.027148468769352025	0.2466654456664893	0.06508720811928344	0.08083813815305067	-0.008192945438666627	0.6014130918624134	0.01754247849051051	0.08008423350389597	-0.03711136137991074	0.15205444496835718	-0.07505010072984206	0.05824652541373607	-0.04003106819357076	0.039580499622943056	-0.06576649212274775	0.011851392083617905
BTAF1	0.044954164760622986	0.15218067007942776	0.02449290804172892	0.4922361781774915	-0.01736727857551985	0.5738338988547058	-0.018975442740746112	0.4859845437570621	-0.031982871901717835	0.40379519402362263	-0.011521615182823956	0.5988319644518386	-0.000789340028378195	0.9712809741395776	0.0008188241368480078	0.9800805634721445
ARHGEF10	-0.03357628460653703	0.006826934499999201	-0.010598664467452572	0.6237190535315256	-0.03945630319737724	0.08775481077503017	-0.016610497471729702	0.1693624059203485	0.0046072245483878786	0.33751426566113296	-0.018370395590696337	0.4280145458198573	0.012791662071578998	0.17545884566847064	-0.010054143654068638	0.5467392991042826
ZNF609	-0.0004066323342044597	0.9901173630666966	-0.07653272458926969	0.458017952623776	0.10674977452659279	0.22751790439450584	0.043174001703437694	0.5790806126731172	0.02002229338177883	0.3043877665095235	0.0961483856368443	0.369723837735349	-0.028014118243670033	0.777580309727493	0.035561654579485256	0.3850072032802195
SPTBN2	0.01877838345069994	0.3833284686894869	-0.006554347876142998	0.7203493972187185	0.008402094053610004	0.8147729032763971	0.015318174948793232	0.168310938687169	-0.0016297532590461832	0.9176335889491527	0.02370297806779697	0.3168414179860631	-0.004362248005202604	0.9035886413397243	-0.011278328900386042	0.19657871317370676
MAST4	0.015924693021013705	0.5877294262309061	-0.004264474063080864	0.8443079537323415	-0.03301605368053658	0.538130049838055	0.0039278637762923665	0.9172337024047719	-0.00993146217352483	0.7022832357126126	0.01025770491056973	0.6908732954220842	0.049883449160627126	0.1029658549303978	0.012939531703798086	0.8237999796029091
SEC16A	-0.030316708229431583	0.07168395073169187	-0.02302680914444444	0.3946897587113673	0.011365446387944922	0.5336695187470486	0.013898081983001279	0.16238526878390425	0.006832692374876879	0.6350928692158282	-0.000457206710110125	0.9849107469750964	-0.018571694933416885	0.33701654558142063	-0.02110433052847327	0.062406302756758784
PLXNB2	0.019326144439780917	0.307925259799181	0.014582948272530061	0.32671748969419323	0.04933962662526274	0.1366414568245054	0.04390166931500627	0.011646267089403205	-0.003920863202636742	0.6960132393667984	0.0008223329646139877	0.9644929194490355	-0.016930776856356595	0.4964037154036378	-0.011492819546100036	0.5682091247379529
KHNYN	0.019014963007016446	0.6722827944439165	0.0027273646373717005	0.9809093109192062	0.026285122621854517	0.8697218692427127	-0.06547472346517517	0.42459014878821394	0.059081730860719196	0.48456923933994234	0.07536932923036414	0.45479962113323397	-0.007070806617425664	0.9577514569868102	0.08468903946960428	0.5222353383744135
U2SURP	0.0005251953155166532	0.9715843721755184	-0.00231831731894729	0.8722425111456298	0.004992830298280894	0.6842239308962154	-0.011162023488105069	0.14188002676633021	0.012616714270420036	0.25689964996083664	0.015460226904884066	0.40426565206441023	-0.00805034246171052	0.542546766517193	0.008104511324675285	0.12114447698729548
SYNJ2	-0.04959087231936634	0.2969852415979284	-0.0326600595234621	0.5586105610641263	-0.025524568731805034	0.42547675669772395	-0.01722336401172712	0.3309919579184249	0.006167381525880899	0.7095927806935413	-0.010763431270023069	0.8589731307455992	0.017735459636142877	0.5762089899982031	0.009434254916064968	0.48100475345351357
KIAA0355	-0.038467030376045964	0.24484700512190952	-0.002028196935928927	0.9436786165970139	0.016588335238824307	0.1274097350715075	-0.010158104636704619	0.6474584067872049	0.057462372325788366	0.14331590705085165	0.021023538885671454	0.4779026449069208	-0.008666519829138741	0.477034817674802	0.018079920046390193	0.4209937732413289
KIF3B	-0.011979162781103395	0.7259056195980917	0.001661542016631579	0.9516844709902776	0.011600029623452758	0.7109769751711079	0.011787843606188777	0.3705632373415204	0.02706515905288625	0.4304633812002818	0.01342445425515139	0.6609517250100676	0.015420618872032117	0.6319687177454656	0.015232804889296198	0.2397918728389559
PFAS	0.0008529210933043718	0.9605617804816651	0.006804468581074702	0.7565291367848828	0.01779678922687656	0.1278504811091504	-0.012896909831064311	0.10362957138773105	0.0022116506199750777	0.8656026977127604	-0.0037398968677953373	0.8768246125748262	-0.02058402070696671	0.09532139104596211	0.010109678350973914	0.1923666689429006
ANKRD28	0.04447727848720455	0.14359731295342706	0.024912080176301917	0.5294077541726341	-0.04210571770029378	0.4540530928217588	-0.014694588017301053	0.11929773288302478	-0.01498093372559998	0.6854350511889581	0.004584264585302404	0.86328125200851	-0.02847545169244985	0.5341256063144987	-0.055886581375442425	0.21920674807158064
ARHGEF11	0.050867698216740295	0.341905907763729	0.04289090122855228	0.3173369104865283	0.009572673560983668	0.919863706906752	-0.08118306429096857	0.1294126555231978	0.01996459002901725	0.6329140948733774	0.02794138701720523	0.5756011638842302	-0.008911739601066237	0.9195446073371775	0.08184399825088595	0.20548403508867577
PRORP	0.08193991158010422	0.0018132193366175303	0.035714854340232687	0.04221787787655123	0.03472471363188494	0.3503395703501898	-0.0008123480050118155	0.9530528224804393	-0.049106182995514634	0.02503802510919358	-0.0028811257556432693	0.7802420135501338	-0.09558063394879132	0.05414711355898661	-0.06004357231189454	0.05742902596140405
CHUK	-0.1004620268404773	0.5539658046280219	0.15718732914084083	0.4578482767327571	-0.1620568251125912	0.43533828236219085	-0.013112893726597198	0.9516242885858716	0.0032966599579816267	0.9824136145836011	-0.25435269602333643	0.2862790049426686	0.15770873974483673	0.20883999958402344	0.008764808358842515	0.9736720900957414
LSM1	0.005875328929574164	0.6478908661329987	-0.004763292533900067	0.8667180834783316	0.03429778472043286	0.10109858377487924	-0.058176957418962554	0.15370017037671238	-0.0031458468740599268	0.89265180607771	0.0074927745894142785	0.73215246449083	-0.03459772358107046	0.13824480307847264	0.057877018558324916	0.15576066322687346
NPC1	0.025717602983868645	0.05474970584717255	-0.05610545441733151	0.12777483693148134	-0.026397289045963	0.36151918273953015	-0.01754616351647033	0.4690536731036586	-0.03249139518969243	0.24617468513458987	0.049331662211507414	0.13235384189220153	-0.061193443732079196	0.09197056434723702	-0.07004456926157188	0.03393951602360714
DEGS1	0.07273093583144667	0.10217476558507077	-0.017407173742920168	0.7712018994358847	0.025661553039110982	0.6701599309437247	-0.002613310168565482	0.9240200857588974	-0.06262187128124094	0.02718652123743225	0.027516238293126036	0.6672331530344353	-0.09148501332857112	0.18186771590405013	-0.06321015012089469	0.1208983542382234
SCAMP1	0.027355916883697665	0.07034274211413692	-0.009984715111048242	0.4480956987942113	-0.0070150649172504775	0.632402923497947	-0.00595814925523841	0.5072457947034439	0.004165371632396418	0.6921268246795869	0.04150600362714239	0.03633024291789805	0.0036965133279421854	0.7865359652120494	0.002639597665929954	0.7969110642155585
SCAMP2	-0.01853942949312932	0.3364142354638453	-0.10622886260834742	0.3308249336942895	-0.021091496280890878	0.3267934124367891	-0.040074089385531676	0.06809790633629383	0.015009743119015427	0.3751015784519957	0.10269917623423369	0.3440023730919285	-0.0006188345624385688	0.9723201191714232	0.018363758542202072	0.3761815720588507
ARPC1B	0.016718714092628244	0.07688267781644696	0.005922609074354998	0.7133126108035768	-0.012736098521233816	0.6167343892890319	-0.004992993032666967	0.3975828930258929	-0.011906959588398386	0.3581673847146366	-0.0011108545701250462	0.9339431348030112	-0.010958417773360981	0.5789639345974372	-0.018701523261927696	0.3762791440478535
ARPC2	0.004712966998852743	0.87149389982495	0.03185911874368573	0.22372271513598027	-0.006969953476891945	0.8685303579954924	0.012427531098451006	0.6398933537265998	-0.025345577540226677	0.38518547260066505	-0.052491729285059595	0.09337400183656235	-0.032729611492012665	0.4489114978998002	-0.05212709606735549	0.13414952065042263
ARPC3	0.019620098023986583	0.4119859864616121	-0.016930545203157	0.15056021362741198	-0.011222106523617653	0.5311549781038061	0.013008452734115303	0.39031680255528767	-0.0135933362373806	0.5532652621678754	0.0229573069897629	0.08541792378638276	0.010827077816768994	0.5999381136135725	-0.013403481440963982	0.09384749093236514
BET1	0.010061080289548573	0.5182189789417088	-0.007705123910644583	0.20226470025008506	-0.0027672309800559794	0.884872517384971	-0.00927212129487685	0.32305276945681005	0.001442752274643706	0.855788582650526	0.019208956474836968	0.25019783958543634	-0.009686820346565678	0.5344998529402608	-0.0031819300317448562	0.8355278632538161
ZBTB7B	-0.02126427079073487	0.657926934513271	0.04880985597793558	0.30383732790621365	0.1424303555588612	0.08118274678494658	0.1202191290185147	0.008761793122536752	0.042134987764087195	0.3784289118439009	-0.02793913900458334	0.5547138288243151	-0.051772777291150665	0.2634005399955914	-0.029561550750804248	0.5871155290275627
POLR1C	0.0228339912028489	0.22528695430845205	0.01673652847117961	0.031429483852169746	0.021577190943243542	0.0211289581051182	-0.0007822432903697993	0.9476436478652194	-0.012494027883640884	0.4213424754735991	-0.006396565151971578	0.5916465118616244	-0.016298402305023833	0.22293819333615553	0.006061031928589538	0.4030106153331687
PLSCR1	0.0512832465726553	0.27053513707854	-0.01941441283353882	0.522717417832817	0.0019280444285350398	0.9227342723840116	-0.04146317641244083	0.007735395775309765	0.08470876077817006	0.1388182657720788	0.1554064201843641	0.01443438168265538	0.1127811869256907	0.0004921161520215779	0.15617240776666683	0.007142538048109284
TRIM24	0.03890020762586977	0.6447234705642246	-0.0012803813749526433	0.936989545705727	0.0345614180198693	0.542271062037805	-0.015727457803198782	0.23247024131353972	-0.0696498704079741	0.37670883945801076	-0.029469281407151948	0.5853363204368887	-0.057745148214560185	0.34044310664470134	-0.007456272391492132	0.5969501103452611
PGRMC2	0.054511984887595274	0.08597671256705702	0.0007860420751706903	0.9846208139676521	0.045846886410170214	0.5588270564897986	0.07251669999716875	0.30134892467143826	-0.008976139696896587	0.8226995811899926	0.04474980311552783	0.1568844740831342	0.025333606096303845	0.7745427325210793	-0.0013362074906946575	0.9740789164289175
PFDN6	-0.0330717676712854	0.09055281161254544	-0.01516600536270308	0.31477645588899383	0.026436435718128093	0.04845917257211553	-0.004950125041497098	0.7030388940789822	0.00045418367152640294	0.9761067013691236	-0.01745157863705574	0.23274697384321652	-0.03077532506687385	0.036480967424971394	0.0006112356927514142	0.9592122861354698
WDR46	-0.007848158893979036	0.8544153014684869	0.0575231638321395	0.13673760414073355	0.027711278823877732	0.4897461829381227	-0.005167828707839415	0.8755890840081256	0.0532990908043432	0.20758620456885774	-0.012072231921775305	0.7383383609254303	-0.009327919440775654	0.80489298110805	0.02355118809094161	0.5058080173452909
NKRF	0.037856089731233326	0.12522204388676467	-0.027317365230410593	0.4955901604975941	-0.0144387037224173	0.6950777818923913	-0.004041948266806331	0.8701204109321656	0.02231020144101784	0.38714470082123237	0.08748365640266167	0.09946653260779308	-0.02838782351890001	0.47007003524975444	-0.038784578974510965	0.17695883145720942
GNPAT	0.09196841751477729	0.132960657755018	0.08015950333246319	0.16528213897333127	-0.004130801164839937	0.9324918528594026	0.02995143664193992	0.07888158815554697	-0.09808409957752588	0.153131375592146	-0.08627518539521187	0.08079992746740418	-0.12120251475606675	0.08526427283668894	-0.15528475256284657	0.002681808127926304
LAMA5	0.10195861118658935	0.018761571752819742	-0.016974226952521553	0.7743445982446595	0.052158849158725366	0.383519377271108	-0.03168513710026795	0.3323382739200099	0.03364966746918989	0.5393578103751361	0.152582505608301	0.017699974450293796	-0.0012640954677691741	0.9814718632875525	0.08257989079122426	0.05582470015388448
ZNF185	-0.015333423092004727	0.4090240489807192	-0.02440678208641547	0.39091511676619906	0.003096384944108672	0.8263251030713601	0.029305445459319877	0.47741759622200103	0.09983175357541144	0.009922864361527308	0.10890511256982227	0.026306513059432456	0.11407618102082333	0.06776855662366975	0.08786712050561199	0.005120720403668139
CASC3	-0.10568547610506619	0.2247058405916349	0.014535184669356105	0.4107942213125872	0.07987750278698283	0.35836490363426404	0.15047510480105858	0.13967145067840342	-0.050322628807804796	0.45904400320940575	-0.1705432895822268	0.05146893111235221	0.010576584496649197	0.22218353508733368	-0.060021017517426695	0.5363626543033919
MRPS12	0.04034463306888881	0.016076552047920238	0.019142464631309954	0.41821061012792476	0.020977320078364305	0.3280076287658817	0.014917736994192642	0.29226565235083646	-0.005895927470644046	0.7899177809449818	0.015306240966934665	0.18097256722280958	-0.030144820789454782	0.1834473516744006	-0.024085237705283227	0.14944841809663
NDUFA1	0.03237923934776275	0.48269452751810804	-0.018542839369562237	0.5407650823487398	0.059859992415071756	0.15501570508949525	0.06590422217460633	0.17893554687071092	-0.026123732934055257	0.35774597621865223	0.024798345783269487	0.5946903383634818	-0.07324077120533791	0.029682558338533185	-0.0792850009648724	0.13772534736214623
CLIC2	0.02965489977032428	0.0866364174719546	0.03379512900589833	0.29504639776459013	0.006141844043377656	0.8268872272563937	0.00586806454997581	0.509234229957212	0.01863072773094572	0.5037175498523605	0.014490498495371575	0.48876301846941916	-0.0008238461589385331	0.976886180067748	-0.000550066665536636	0.9182110795307887
ACOX3	0.02022029813694825	0.2316940484573756	0.08603658312262238	0.2966521639301897	-0.046628883642863564	0.21973894525059467	-0.026686735055106083	0.3297413932481649	0.020232420300469407	0.7809844784289177	-0.04558386468520483	0.1138532819713689	-0.05316385398780229	0.1600890146233938	-0.07310600257555973	0.05647525545763708
RER1	-0.009344307856446316	0.9117547181668314	0.03404320397836932	0.3582401700712495	-0.015645659351016483	0.7302332067060399	0.01767772909890292	0.7342145461676941	-0.0827517777296054	0.4084756238318693	-0.12613928956442103	0.024023747136059866	-0.11336003087561052	0.11758812873113338	-0.14668341932552986	0.0386680225537667
SURF4	-0.04768330616448337	0.3924252686403494	0.04098002416889718	0.6293570490624167	0.008482992751840952	0.8235451420974134	0.012753659368966809	0.6742080631357107	0.017686538125785137	0.6208547077889259	-0.07097679220759548	0.44879496435983707	-0.0611367774840453	0.1943144072654931	-0.06540744410117091	0.11943621980011215
SPTLC1	-0.005401874986973527	0.5140162878543276	-0.006438918377081326	0.5856393312049338	-0.009004610101083171	0.5847166251109345	0.003412678441936564	0.8118673177171227	-0.009552360348421357	0.4082878474707832	-0.008515316958313694	0.3738980919399829	0.003584018905857053	0.8072281531675739	-0.008833269637162772	0.5854056945191134
SPTLC2	0.09078693936935088	0.016820481794386007	0.006707135891891224	0.7834605596101002	0.005120828641464787	0.842193965458627	-0.004224965158969637	0.7940663358227231	-0.05884963657882178	0.06201083860898263	0.025230166898637912	0.22932951750844469	-0.043265450658974657	0.18093434339561892	-0.03391965685854022	0.11542430792838582
OGT	0.03275338772172924	0.018295792361390017	-0.023968760367218164	0.1964210885356429	-0.005832320296326034	0.8083294555283016	-0.008740977969963773	0.19453771418737217	-0.030125772870341135	0.0325203496502359	0.026596375218606257	0.16566290592082453	-0.008928915524469769	0.7055489026623939	-0.006020257850831967	0.5054216071058795
ALOX15B	0.011411573867768442	0.6944716320509999	0.10059885814072096	0.12912229235008746	0.02133413677597513	0.7269300121322384	0.09417067768644379	0.004857045546815301	0.01112317428513342	0.8398648925292747	-0.07806410998781885	0.06568561239184084	-0.008774932274748981	0.8611507198877268	-0.0816114731852174	0.13962997162355553
PMM2	-0.013682659775227705	0.4162684955878899	-0.0168632960827024	0.23451111647337047	0.023025807466845176	0.2306480520672894	0.0017019999294567872	0.872889218792229	-0.0013635067891372107	0.8033110362736856	0.0018171295183374084	0.9194466922296927	-0.01016330218889707	0.5789109341018994	0.011160505348491454	0.20967442077253953
POLR3G	-0.1461118418633489	0.4430045684164784	-0.10085941792218447	0.5338983854939927	0.04147670623167905	0.1418734954655023	-0.01431991820736788	0.4707699251218342	-0.1534039775776059	0.24386478965550568	-0.19865640151877031	0.3780619183912752	-0.07132489463966564	0.03949352413160503	-0.015528270200618595	0.3132692687417164
TM9SF1	-0.010594368053917298	0.862497581411293	-0.03155756933772257	0.6086374411189933	0.033282426166582314	0.3609379167067432	-0.0030278279427255837	0.9146534659156111	0.04032131843092313	0.4811675003549614	0.061284519714728175	0.3856765320314029	0.017439844586340864	0.5567656589976916	0.053750098695648695	0.1749083930663268
INPP4B	0.04563819656967038	0.1521549106397136	0.0025574908617659866	0.9482107596476825	0.006772990708939814	0.9523823017985479	-0.07050228613545095	0.13499694381691182	0.026774527390236086	0.44681432092623624	0.06985523309814043	0.09805731295338065	0.013400262940421561	0.9058568253488661	0.09067553978481226	0.09014660268739995
MID1	0.027404830037986744	0.5383821389208514	-0.06967228553529417	0.20044167957514036	-0.026045416884453904	0.4654143989761482	-0.0898784055477626	0.000951749538921595	0.014597120018686877	0.7706350456747737	0.11167423559196764	0.06147070581811747	0.0040588457593965415	0.881746351896842	0.06789183442270517	0.09080472235388577
