"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36"
"400_Exp3",9.18819534240857,-5.74146858258148,1.23063512599988,2.62815858830688,0.205986651020101,0.550739758621693,-0.931973871266326,0.865927557299075,0.992595437324039,0.13908238063715,-0.701539825737786,-1.40796721562796,0.370572329418164,-0.485372695646773,0.383712356732199,0.454327900159627,0.976630632897045,0.61246216761362,0.590086334650127,0.372832483714579,-0.272359785015669,-0.288517042139915,0.136378097925714,-0.815728126158844,0.350463550817485,0.334308097835278,0.728159591500664,-0.321486580416067,-0.201155103629205,0.165219323111508,0.495688465506216,0.558752186832932,-0.0494862256817857,-0.0475654678995392,-0.14450013178098,1.64365049348802e-15
"6k_Exp1",7.98204906449945,-1.61936904474279,2.3335356705879,0.222045969705127,1.20846889513648,0.712352000338993,1.6181601746199,-0.215481351867876,-0.744979398182305,1.97344745508964,-0.351936568138765,-0.598687813050863,0.620644772152149,0.945532008458249,1.82395173576706,0.184674147250119,-0.662628305578418,-1.4297975421058,-0.109992703036778,-0.221894583500607,0.399298089836535,0.634944797370612,0.0210791607510202,0.445920761459446,0.0417919634969316,-0.137372374143905,0.35335268191183,-0.341549807072808,-0.274788660624702,0.0490727750198256,-0.449254796804758,0.259038641442133,-0.34783659036976,-0.284633808083688,0.0353237870756417,2.68448457907411e-15
"6k_Exp2",7.94439003551822,-0.662447482232859,3.27620913497486,-1.2085202242899,0.176702011467414,2.91754070832417,1.88121628493771,-0.0600460020986585,0.643680756363089,0.122950533520008,1.19343010950457,2.0438603943543,1.1688159491989,-0.896664265037876,-0.292503593891736,-0.930157690253956,-0.63015441261641,0.652308379673955,-0.194402988921413,-0.99194904074831,0.334839662297071,0.774780717002802,0.319130874256523,0.0241287040807004,-0.461266050660603,0.130131063202806,0.482181023989802,-0.295962305974334,0.349819139281323,-0.11771140847031,0.46507758320077,-0.158926231722672,0.139425389854702,-0.0376725574783759,0.092648018408126,4.44002473676264e-15
"6k_Exp3",8.10611367950288,-0.706671840565998,2.08418349891887,-1.35839275180499,1.26730724583375,1.82521603989207,1.65451281543136,0.128432421333295,-0.464809157350149,1.81743394353483,-0.109089852306671,0.457328164470381,-2.65214386568618,0.281367592273167,1.03610637361793,-0.863593261123727,0.691591059892294,-0.487660337909772,0.122947418812039,0.841372377040963,0.225094791228068,-0.249459812718046,-0.301137501265131,-0.311384676732429,0.168212586724109,0.187255125916067,-0.512323047833573,0.0756542465893935,0.405457099650459,0.293350015102214,0.0860170000765245,0.0255219524412676,0.377328491261483,0.296678045356934,0.115967560481564,3.9196076939696e-15
"60k_Exp1",6.18185855953317,3.31918991700382,3.90899837707746,-4.86460552753616,0.670030172160639,-1.2119434226687,0.0179858558548351,-0.82160424765478,-1.59781638089761,0.0288584719215238,-0.0339997343922471,-1.51568886046919,0.567066728070909,0.479890825488364,-0.336623501665553,-0.364862476714432,1.52540030410213,0.736496768651654,-0.124019459930368,0.495527787492766,-0.129694724228496,-0.00324299934446259,-0.367089855475475,0.501920992195886,-0.331688678657221,-1.05745445364839,0.26559496045732,0.204520223749376,-0.00187469962164769,-0.230201464250759,0.127383390157568,-0.0503352159975471,0.157245397889005,-0.182891349944927,-0.134616171457131,3.37056771382294e-15
"60k_Exp2",6.02485730248166,3.37162322114279,4.24909313038307,-4.1690692556458,1.22018476100637,-2.46579014763877,-0.290022551486853,1.17909733268552,-0.0876615121068083,-1.34599086120667,0.281949564675202,1.61161777172484,1.05953528745018,0.378529342214062,0.0214752194322436,1.39950364617819,-0.463013697508132,-0.376527816795443,0.48518034186514,-0.0846081376771133,0.188995150439749,-0.747792720348602,0.0821770100054265,-0.194191051703695,0.790042324311081,0.445628075778967,0.502902002027279,0.33681994047976,0.194434925027798,0.289265003162032,-0.284036019948694,-0.146868888489295,0.151538934160629,0.106134987469854,-0.127414946299277,3.72705338813617e-15
"60k_Exp3",6.02430011603831,3.45334754487775,4.14573298837228,-4.35420356887004,-0.0329115516537252,0.567510246729032,-0.70634417508939,-0.693853537972056,0.703023010249563,-0.895408162126547,0.456759158167293,0.217541021771708,-0.253378351283088,-0.32463950362944,-0.333937111943647,0.54781743587612,0.112197585911429,-0.147145133850837,-0.324017359309244,0.169691564567846,-0.956748698362052,0.509949047856373,0.104144660681466,-0.70934280256922,-0.11677976827373,0.379108450616231,-1.05087550868595,-0.312953635589442,-0.521691225799889,-0.201664308291714,0.0386927587783961,0.0434897973124578,-0.488303802581455,0.0480120606828643,0.0258141017605372,3.48072265454746e-15
"HG-400_Exp1",8.14052283492182,-5.51235741264772,-0.54116044411323,1.46506572082802,-1.65638410702417,-2.40162367089417,-0.402355362802461,-0.125045008730392,-0.674150411061945,-1.08744757971177,0.74552314374677,-0.857302267764925,-0.21696331286738,-0.488162871890847,-0.468353410103399,0.307558677562991,0.12868884895203,-0.6825250843551,-0.797334079960983,0.629386583057394,-0.197138569597373,0.944943612671825,0.417273622634875,0.0933472222655195,-0.18338680618249,0.250430923213177,0.55328754458923,0.125262765216991,-0.227827971275411,-0.390033468742584,-0.223336023965474,0.00329082167867255,0.337292541225116,0.454726241326295,0.347098725266817,2.68448457907411e-15
"HG-400_Exp2",8.23589408800171,-5.41430310475408,-0.570053622966394,1.49531553330531,-2.27315353778033,-1.543904334824,-0.982497688189356,-1.51174563469252,-1.20721268054934,0.000889107663345295,-0.391670426790256,1.81759175412287,-1.81026215738323,-0.876057067810751,-1.3943892289197,-1.31217855554397,0.483608951997182,-0.315996036111186,0.254092818003672,0.00892784604248299,0.525882022236706,0.0414119734080387,-0.219750767255429,-0.212746613654886,0.399939773764547,0.120408026151724,0.336108339627635,0.207085456369918,-0.0770351376223073,-0.0871063277941705,-0.124434652996562,-0.252536293949797,-0.396509418588565,-0.335966808673439,-0.195928550043171,2.50407333757252e-15
"HG-400_Exp3",8.63691411244776,-5.25632801267118,0.0469920155966668,1.44926209323744,-1.37581260036596,-2.47177374086219,0.167758632203005,0.0591200639787543,-0.553154604983875,-1.93602001986833,0.879294012117581,-0.619780051043603,-0.773463497435026,1.73887773051293,-1.20114318371744,0.441430335980221,-1.02296267831491,0.047652475978137,-0.230542408745352,-0.76268954432776,0.0777461767510503,0.155433378356184,-0.267718126473463,0.299149560901007,-0.0930889735859328,-0.307908133747545,-0.611695817626905,-0.298432532793507,0.503171810252259,0.410073701736382,0.230192238354044,0.399186382098262,0.0629060517536973,-0.14150670496198,0.00748205391382618,1.68528385691147e-15
"HG-6k_Exp1",5.96672548064967,2.78884183355544,-3.26668579831099,1.47075686075617,-1.68256085978286,1.78217077903147,1.55167770117322,-2.07049581587884,0.362967640157778,0.285417120702022,-0.949546652773666,0.363526033663949,1.78822401326278,0.946103980761941,-0.77558526805778,0.547137937193875,0.495292443316878,0.864722354187144,-0.056784774078817,1.40921232851966,0.0348849315197429,0.204644490040453,0.0985365439566251,0.814460128023158,0.405517351107484,0.578725560330106,-0.275165846411719,0.395986052702515,0.327616100359569,0.154501696435111,-0.02013571105554,0.0196786493553907,-0.247206361666226,0.0225889656830247,0.132078818578368,7.47579081972205e-15
"HG-6k_Exp2",6.19564418129227,3.15641553072584,-4.07564639084209,1.45202493171325,-0.0735867948423013,0.278660651896678,2.23695530127978,-1.01257245271211,1.62148787185453,0.546411125644226,2.15080564256925,-0.656087641731745,0.350911878162428,1.30162819470255,-0.233514771650428,-0.194118200114783,-0.637289491466456,-0.45992288781579,0.525954884287592,-0.119831128385428,0.011958744962425,-0.45336898219595,-0.00891123497783963,-0.99593864863849,-0.174824662794744,-0.217420754593887,-0.0736886032086953,0.832569330936854,-0.365957995660541,-0.359222809138848,0.044338177025602,-0.0233299275377025,0.1539731488795,-0.0886053654771222,-0.173442783579642,1.96977850697166e-15
"HG-6k_Exp3",6.84223720352185,3.06431464598656,-3.96453537517101,1.2800269723325,-0.664634033203321,-0.241920531191875,1.11555399500378,0.966251901822789,-1.55470564602901,0.447241474718461,-1.08283916563218,1.25397483166663,-0.80000798634144,1.26256376859562,0.559082414577522,0.21227462679536,-0.548272920030604,1.48783176832671,-0.787496990915915,-0.104087294318038,-0.828463151899432,-0.53924028715525,0.557541704977104,-0.105992882668873,-0.0777423431059474,-0.272669912282195,0.203829408157264,-0.620620959676312,-0.487458229189638,0.00760933727325958,-0.139483933661284,-0.289012360064501,0.0389698809615837,0.169773354178211,-0.16983179326373,4.97431956736349e-15
"HG-60k_Exp1",4.76073172784665,8.76602966048203,-3.24122312458406,-1.54891322963919,0.0723024647385785,2.14180888124235,-1.12863719598214,-0.352745040883078,1.63491467731771,-1.72607161095109,-0.667369693119111,-2.4449819866423,-0.202840545557936,-0.256588786375965,-0.724017184933746,-1.34616613582343,-0.874319599959613,-0.60126340165315,0.38236710442159,0.401172246742231,0.314041740337938,-0.00583976674233974,-0.233254360846286,0.0616269078853358,0.140714991266173,-0.024905348713476,0.348011952705632,-0.688131367723983,0.120410289734449,0.228787990701069,-0.145369227879678,-0.356642839788911,0.00785728974143076,0.119662754088726,-0.0892616767493651,3.57092827529826e-15
"HG-60k_Exp2",5.16077815784868,8.83435060876987,-4.57207070687377,-1.30828196375794,1.77911303551188,-0.889923698196637,-1.48282516561081,-0.126120914083271,1.54976390910083,0.780391407167725,-0.0355735031302068,0.483418284652873,-1.76378582001706,-0.923169088158189,0.246917590303414,1.54782652717977,-0.0294401580130808,-0.162989601638784,-0.370499690877796,-0.478956500077307,0.537374750837989,-0.29141778813497,0.132394417966925,0.828192023843227,-0.338064570234714,-0.158131383456517,0.276871308567722,0.349271868981418,-0.271457778472533,0.101075561940485,0.442251488561028,0.101135402102259,-0.178683642654348,-0.0464346594668218,0.249034996167864,4.11563144675497e-15
"HG-60k_Exp3",5.2903963998174,9.86127585769628,-5.83391132171408,0.175420416691237,2.01050364249773,-0.741687221330094,-2.11837857957242,2.06991109070645,-2.13489770289306,0.658759398638113,-0.776119861921991,0.343027202701037,1.11927378682316,-0.321213159230642,-0.121371664916325,-0.959993193019271,0.536756271673935,-0.0303899814880249,0.33740520342954,-0.793850543357056,0.0141970890961649,0.53363291606904,0.0656943975531305,-0.423853638304347,-0.0535510454407593,0.350195445051122,-0.42746274170193,0.0773440361083266,0.370475559575135,-0.234045935516132,-0.195398693113247,0.374202188984017,0.159473746735209,-0.0933827506072089,0.036793231374431,4.85635837099707e-15
