"","Name","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36"
"CTP","CTP",0.116932581514873,0.117190847191215,0.0681147129969605,-0.180939075448245,-0.022151027286506,0.197749027636123,0.0721528665089128,0.0962664689284224,0.0699440627600746,-0.0360244864410843,0.0428134937767336,0.0765175979470263,-0.00101726960702504,0.078848756580317,-0.150765666668289,-0.156964755814453,-0.0556783809645178,-0.272716882502821,0.117928317833395,0.104075065929165,0.0693901501362942,-0.0217928433958002,-0.01386741777648,0.149535793818825,-0.0455076475269636,0.00498143309300238,-0.295729537680775,0.225323162152204,0.163778863455323,0.0853396543000898,0.0904492144251231,0.0732303821831376,0.165048276893159,-0.114820579785589,-0.00288599329997241,0.0768916479738979
"Cystathionine","Cystathionine",0.0984539521378708,0.0387398236217313,-0.0329650735376869,-0.0628927112100821,0.051064701452,-0.139637873184591,-0.20342173040642,-0.180087575017219,-0.378316787782439,-0.251271858853532,-0.151616911372498,-0.225028887293657,-0.07623570779747,0.149288208290765,-0.0167410949855262,0.17470745033081,-0.00253308636981656,-0.120188386570873,-0.0591758610967645,0.29009340389821,-0.0045576663720891,0.111189410098971,0.037388227166495,-0.151572058893171,0.11785971364558,0.0554842886156434,-0.0230533350247674,-0.00773599083638968,-0.211754391966765,-0.18626212945589,-0.0111059101094614,-0.104461401111149,0.0300085913945726,-0.182623118775747,0.0655878523001925,0.125103168605578
"dCMP","dCMP",-0.0237456655372199,-0.0190973280955195,-0.0503167987571191,-0.0290225374766001,0.037610437540125,0.206514648221781,-0.231989320250533,0.485324290927805,-0.255439838540874,-0.146006825222221,0.0267170960802431,0.23562054974013,-0.274391770505984,0.0267568671761086,0.191575462672853,0.0378225882485936,-0.00322334134528517,0.119288697947192,0.140292747922615,-0.081735821110795,-0.152921991146124,-0.29363419016584,-0.0663143842063254,-0.0171475742215295,-0.0488679265976998,0.128799903206308,-0.144277215823413,-0.0240734055226919,0.0810500861922164,-0.207503321463043,-0.0632594343676663,-0.0651119318575108,-0.0149836274419302,-0.0133807217283184,-0.0300700462741496,0.00688072528089809
"dG","dG",-0.0133499744502501,0.102778154556777,0.205092951610744,0.033751928861875,-0.0162039851394446,-0.0976314145458304,-0.148540305700443,-0.217735641681318,0.254325929223067,0.218746631518742,0.235608389853128,-0.0265808049559524,-0.28743883810763,0.0830678260883189,-0.128301312293764,-0.102859540391538,0.104538636667645,-0.132019556901115,-0.237703666631051,-0.0567173177389274,0.00620996177876959,-0.377646605499892,0.0806678231562307,0.121239990865386,0.011929913275415,0.016836998538817,-0.183853145190307,-0.0544846938442688,-0.0948088588424538,-0.0905001997320859,-0.208845923259879,-0.0856416968190877,0.0467235905807114,-0.17020048200464,-0.0607576443538788,0.00382576445848444
"F16BP","F16BP",0.112745089039889,0.0848488665484929,-0.169328902850832,0.133426787218366,-0.235204511611422,-0.0236824083207725,-0.004472777445583,0.0491868423368743,0.113659396446486,0.0246273256941938,0.0361848493020878,-0.208135897240524,0.0369996807620062,0.0186710164400406,0.0117898989319802,-0.0108512457984944,0.0496475670953898,0.00235036280579713,0.063199518028757,-0.0847165253848369,-0.0761810273290246,0.0606777149460422,-0.157561879898663,-0.206144860253053,0.0395091534510902,-0.217615167682099,-0.0710409121392485,0.000681348128349791,0.123901785344305,-0.132816342721811,0.224436283114169,-0.0636122460769699,0.0708082964359738,-0.0416132656747672,0.0681817147605477,0.00165143452301398
"Fru","Fru",0.0772280492344533,-0.0909929953037592,-0.17433560136931,0.106844627589348,0.202032650427153,-0.129409375223866,-0.0641913045929816,0.257410423107042,0.145831745588426,0.0234964372216248,-0.0941824250695331,-0.135338274154199,-0.258451938837809,-0.172342925028446,-0.0341999095930743,0.0903340447220338,0.070155344009401,-0.174680008876929,-0.0519309062534474,-0.00766959327489285,-0.065507375300734,0.103138621258669,0.0430744252677705,0.0134681469100861,-0.0810201866631286,-0.150699478297356,-0.193905226445771,-0.0723108906728676,0.0190374820003387,0.211141827526695,-0.129901431115377,0.0485123176029101,0.144000743029003,0.016633744139758,0.00494029748437157,0.0727704674444883
"G6P-F6P","G6P-F6P",0.0716838894061171,0.131013814547404,-0.249548327742194,0.106959513602112,-0.169448110691635,0.0261989831782961,0.047938739842443,-0.0447983278387336,0.0266459238779657,0.0907655115447265,-0.040876761654266,0.165954828613419,0.0782968097244585,0.0915540737758482,-0.0594262419767422,-0.00351042103332813,-0.0880085457438125,0.0024851665527535,-0.061848943463862,0.0477701230502153,-0.0839024784918588,-0.0971768569268277,-0.0786717201472411,-0.28619906479256,0.0137340883492739,0.0595904484390078,-0.193391726536365,0.0638848139810183,-0.056312811259469,0.238347781872174,0.01440640570561,0.0314384963207989,0.127135725294275,0.0314190816370931,-0.177986448850787,0.0926122895344669
"GDP","GDP",0.0550605792248167,0.168710750000017,0.0727049998906012,-0.0553971966558087,0.0811188165730959,-0.0651640612743421,0.0554792505321655,-0.0816166692702383,0.167346080959681,-0.32529227845508,0.323652419827878,-0.0382347979409281,-0.0571845838890707,-0.0373200319045024,0.201099733431749,-0.130888027240112,0.0927615523359758,0.184837064371142,0.121843527600252,0.229497412621163,-0.0190816182181112,-0.0107390801790538,0.166878226749792,-0.230422768910103,0.175171612526267,-0.0562869349056148,-0.0584812457015742,0.0473166779322282,0.161475134537408,0.0016948058231296,0.146835326402916,-0.125857808118976,-0.01301552854413,-0.0246138123430791,-0.0792582733023423,-0.00529819408595812
"Glc","Glc",0.107568475793124,0.0895247882351742,-0.224346213830458,0.0806646340922803,-0.245289902193907,0.0431664971859997,0.0281290370961257,-0.0190179230838934,0.0509175713582122,-0.0434379277229603,0.0429244456471868,-0.119432472186946,-0.0234464318860723,-0.0094612776971241,0.0623165074150262,-0.0415602555334776,-0.0834853849206374,-0.00653816939096175,-0.0304221586512584,0.0235255886564052,-0.0761441181629409,0.0653815191091785,-0.0638284624302381,0.0243255254358801,-0.0861919190179296,0.0415698792373309,-0.0536093168635549,-0.074716951194879,0.0104743928533749,-0.0450403145222902,-0.070639954194255,0.0048883691429343,-0.105874702010037,0.0140757847529594,0.0302901981288519,0.0342267633043308
"GlcN","GlcN",0.120975298421226,0.0752037428684699,-0.188204323823373,0.116538251653335,-0.248089522023103,0.0173333387019749,-0.000828198269966552,0.00723883382306639,0.0627501266957131,-0.00946996373052786,0.0376713103546378,-0.136695050151891,-0.0339447094552197,0.00897871086595189,0.0732470957267276,-0.0466887466036741,-0.0455191737876251,-0.00057094399382158,-0.0528217513284776,-0.101020729249656,-0.112644135582391,0.0124110599891354,-0.020844400456722,-0.0359944295332955,-0.0208192708001945,-0.0326124284451804,-0.0359327558700636,-0.0415447322747193,0.0231006094792475,-0.0293681555704698,-0.00876912595335343,-0.00969990540182029,-0.0121962662490479,0.150940646783688,-0.122671320914521,0.00286973416266918
"GlcNAc","GlcNAc",0.11899723866585,0.00204022691227656,0.121160515098199,0.0397763499691496,-0.06108617592098,0.156584558221787,-0.219226164763065,-0.299435898047211,-0.0645769363002482,0.0294969932418291,0.100757104893231,0.208620948300174,-0.012203246054221,0.0239247226716662,0.215435686479528,0.0416625972825627,-0.040229569564427,0.264461584738299,-0.131340962768762,-0.110962684239672,0.0613382876217433,0.0312812373258887,0.0304779218977431,0.216153951744522,0.0360070354172152,-0.000617887241658557,-0.16633596499652,-0.19834958735664,0.0104704256985933,0.145809098809229,0.374060521295378,-0.0103994442741677,-0.154837100136371,-0.00686593184676743,0.0745795991142567,0.0338436039877195
"GlcNAc-6P","GlcNAc-6P",-0.0175106650750938,0.143761467079889,0.0183897935710442,0.130261053509264,0.0349556607360217,-0.0275626047114342,0.296972088468945,0.0138068682492579,0.250441640699563,-0.113633069009999,-0.301022792797938,0.241709347095911,0.00326715713832401,0.0132632228040253,0.193142412180564,0.299025034213414,-0.086685879072801,0.0593980053283328,0.0700560515787993,0.222961955138357,0.330275410430677,-0.188796655418025,-0.187032173930482,0.00287195616000336,-0.127536609521694,-0.046413777587347,0.00576296068544469,-0.0892512154944561,0.0217943217949458,-0.158096551860716,-0.116676228419516,-0.0874337583013089,0.0368607699491323,0.0138613689300852,0.0710485797926748,-0.0216344684726076
"Gln","Gln",-0.131716118009276,0.152534981226824,0.0485202548293056,0.182852404561858,0.00750975784083546,0.0637047833321769,-0.0310687085687226,0.00709574205150556,-0.0975393801672723,0.0323608347969537,0.0406436332510889,-0.0470435574736193,-0.0670426581868405,0.0246839361042175,-0.0369769983384422,0.020809065265507,0.0361460078504871,0.121523058781631,0.0847180367308582,-0.110420197862487,0.0154492602349578,-0.0096903552105685,0.0337104622917495,-0.151506905999925,0.0346673710799126,-0.0951843277190645,-0.120754628407391,-0.073728325515601,0.0380470576343261,-0.122372881295464,-0.111552569689344,0.0267907231485001,0.123165538739703,0.101923044260347,0.212839077597823,0.0551067830879654
"Glu","Glu",0.162663186531924,0.0983571346720041,-0.0376092812452684,0.11156350588155,0.112329502031351,0.012672819731002,-0.0273442115621597,0.0393458998989212,-0.0123127539966483,0.0476087387383107,0.0193165638502603,0.0781976502190492,0.0116151366229989,0.101190211821027,-0.0390637699260411,0.0960387248736762,0.0606570094887158,-0.0132980940460883,0.0022533741726173,-0.10687550480376,0.00784245684579668,0.0119942408444852,-0.08942273345723,0.0261938848490031,0.0621631196649935,-0.0448337046285326,-0.0198621126546674,-0.0804880467539597,-0.0794116974510689,0.0715482261967172,-0.0341789884935277,0.0667242757986827,-0.126216515621558,-0.0948908503509553,0.0577973525304957,-0.00811879131750456
