Protein	Gene	PROTEIN_ORIGINAL	x400x15-1	x400x15-2	x400x15-3	x400x5-1	x400x5-2	x400x5-3	x400xH15-1	x400xH15-2	x400xH15-3	x400xH5-1	x400xH5-2	x400xH5-3	x60kx15-1	x60kx15-2	x60kx15-3	x60kx5-1	x60kx5-2	x60kx5-3	x60kxH15-1	x60kxH15-2	x60kxH15-3	x60kxH5-1	x60kxH5-2	x60kxH5-3
P08758	ANXA5	P08758	16.46058062	16.47991413	16.31062997	17.03713154	16.68742451	16.6846498	16.3371869	15.98681942	16.15844704	16.26010857	16.45570081	16.18809862	16.55484897	16.49569687	16.49397171	16.46215872	16.27993066	16.52926382	16.24845886	16.72033416	16.55013056	16.14330625	16.36466442	16.50153281
P08865	RPSA	P08865	18.47482027	18.52750426	18.48775483	18.82180119	18.47842592	18.47672056	18.29997775	18.23878433	18.23401764	18.19057646	18.25005838	17.96130685	18.30763739	18.41766926	18.45033923	18.31397921	18.26250546	18.36964892	18.14952688	18.38554015	18.34653976	18.14504462	18.28472995	18.26943465
P08962	CD63	P08962	13.88935461	14.24568334	13.847485	15.07450188	14.88302365	14.97122782	12.55983142	12.7660493	NA	13.20196154	13.59120325	14.52958873	13.70125899	14.61517025	14.48956674	14.81772283	13.87938743	14.45441922	NA	14.02983954	13.189925	NA	13.2300093	13.11987002
P09001	MRPL3	P09001	16.06873437	16.1876922	15.99174006	16.21559996	15.57081703	15.91777909	15.59862721	15.50616669	15.81177159	16.04897391	15.87887522	15.48660709	15.60853253	15.86923147	15.7956674	15.74199262	15.30995281	15.92352055	15.29296518	15.26094055	15.59491508	15.28478591	15.59940323	15.54381842
P09012	SNRPA	P09012	16.0133534	16.26261238	16.12668215	16.620995	16.32103211	16.22439995	14.8502008	15.71414943	15.92448645	16.05776888	15.3830339	15.15883117	16.20211326	16.57833561	16.55036926	15.54418222	16.08022775	16.31262661	16.06645863	15.27277652	15.15625401	15.27074172	15.90333028	15.76340054
P09038	FGF2	P09038	14.76222103	14.9918027	15.0952846	15.22151121	15.69093125	15.34364119	15.56513163	15.42725396	15.41008736	16.02313606	15.77816329	16.16836532	15.47748308	15.18427555	15.42499353	15.81585914	15.32255019	15.36456642	15.30199035	16.51378827	15.38091174	15.91751094	15.76879498	15.99148623
P09104	ENO2	P09104	15.21592142	15.49940183	15.33632787	15.55609425	15.74189696	15.47325937	15.18195803	15.83856814	16.10695375	16.03297782	14.84525373	16.08754851	NA	15.57878553	NA	15.74360559	16.10952533	15.32012459	16.58224654	15.86614738	15.34672505	15.29910389	16.40936672	14.10383317
P09110	ACAA1	P09110	15.81726647	15.79179018	15.88896888	15.68339487	16.1652441	16.02687337	15.63788632	15.66120709	15.73997992	15.93919381	15.99360354	16.24016721	15.73643929	15.74996125	15.73672978	15.72116722	15.71683849	15.81704769	15.39482772	15.72023313	15.67356025	15.84913489	15.7716983	15.80667592
P09132	SRP19	P09132	15.3613691	15.4178068	16.08081034	15.08419147	15.41762088	15.86680371	16.21828987	16.13033077	15.66091685	15.61398111	15.89152378	15.58418986	15.70927793	14.91420032	15.7214198	15.91716351	16.11913878	15.85143045	15.64293856	15.93135767	15.51863574	16.09064504	15.80320325	16.01705834
P09211	GSTP1	P09211	19.01477019	18.99085714	18.92576292	18.81348581	19.15744974	19.3955457	19.0526975	18.90041784	18.80347248	18.87975203	18.84143534	18.58130424	18.96018808	19.04164765	19.05567107	19.37516671	19.06858411	19.07518105	18.67875466	18.86137119	18.88417309	19.06838999	18.90139124	18.95342476
P09234	SNRPC	P09234	17.61861469	17.71402633	17.56661319	17.34178265	17.77236606	17.89133914	17.96149765	17.92810827	17.60987232	17.64867779	17.58423977	18.52774139	17.10760262	17.70855025	17.31251294	18.04268246	18.09022075	17.48378285	17.42730453	17.60429067	17.29695317	18.06422651	17.91408708	18.01802991
P09382	LGALS1	P09382	15.83367233	15.86482442	15.73500414	15.39360253	15.71309696	15.78632025	16.0246407	15.82602763	15.81396233	15.76780848	15.99679629	15.70948988	15.72043551	15.93717548	15.37422595	15.87033843	15.97601939	15.73258885	15.77090316	15.62288652	15.84376946	15.89302747	16.20798182	16.16902517
P09417	QDPR	P09417	15.65297901	15.72004037	15.81780332	15.78340067	15.45091068	15.76468667	15.48487688	15.37017348	15.34598806	15.73607572	15.81208348	15.34654454	15.60419944	15.65876397	15.36763686	15.89179438	15.70933489	15.71411163	15.44429177	15.82273605	15.37532006	15.35999311	15.72239882	15.70912
P09429	HMGB1	P09429	17.87470126	17.74102781	17.79244751	17.27169059	17.8518095	18.03881358	17.30075608	17.42851803	17.39002286	17.39847975	17.4575874	17.60046309	17.76054085	17.60091375	17.40362392	18.0493416	17.73982484	17.40589773	16.97453354	16.10582453	17.34408656	17.64307822	17.69543012	17.51644703
P09429	HMGB1	P09429;B2RPK0	17.24332596	17.13914778	17.46894133	16.6661896	17.35288423	17.4149297	16.86695456	16.95014328	17.07205185	17.17212411	17.15770027	16.61097709	17.17936782	17.43345793	16.74142643	17.57887875	17.4644602	17.21338312	16.69047951	16.54911579	16.92035316	16.73594914	17.26124511	17.43664389
P09429	HMGB1	P09429;B2RPK0;P26583	17.72815715	17.43169989	17.51114133	16.76261927	17.30029704	16.00015482	17.8524913	17.78632123	17.68936876	17.40369167	17.65247138	17.14515034	17.68246554	17.32825651	17.31599429	16.95023711	18.28951578	17.50930089	17.41103115	17.43803532	17.36148069	17.68577197	17.73813935	15.68941258
P09429	HMGB1	P09429;P26583	17.6940369	17.00035165	17.47335976	17.87973958	17.61789214	17.64824075	17.62842691	18.18130772	17.56853305	17.85791751	17.69449809	11.6041564	17.3950075	17.64514951	17.0954104	9.958977459	18.13645248	17.51374283	17.29845333	17.78668007	17.15188478	18.21509134	17.69128729	18.05789826
P09493	TPM1	P09493	16.05334577	15.98877751	15.87987753	16.19365091	15.93818014	16.20077431	16.35749118	16.46067329	16.40114587	16.34243737	16.53494194	16.18032282	16.47142808	16.51931614	16.09571509	16.77533825	16.80789402	16.5811579	16.67800756	15.38972651	16.33742866	16.74241618	16.97902745	16.51948756
P09497	CLTB	P09497	17.56171856	17.3275921	17.47250813	16.90575464	17.07795903	16.89030246	17.82680633	18.02853309	17.83785166	16.41630521	17.61231533	15.07065298	17.67599078	17.72245524	17.49758124	17.93752218	18.22773238	17.77166882	18.20887177	17.4489422	17.29029574	17.79517618	18.31233279	18.01845809
P09525	ANXA4	P09525	17.4443221	17.34536618	17.27264019	17.36782734	17.43726638	17.27758893	17.52441575	17.34399326	17.45556382	17.20942055	17.26723242	16.89136704	17.33622494	17.25663708	17.23512556	17.1351558	17.39388393	17.27934903	17.40423391	17.118388	17.44857114	17.29210354	17.42057205	17.44920619
P09543	CNP	P09543	15.87066311	15.99481579	16.06479048	16.23250453	16.28237636	16.56916066	16.02830715	15.87408956	15.88599826	16.03086513	16.29830841	16.04751559	15.62512519	16.28279507	15.59551699	15.76704371	16.02292825	15.82916898	15.66944403	15.93881095	15.61596191	15.63049936	15.29744007	16.11771848
P09622	DLD	P09622	16.68654599	16.66691771	16.76351329	16.56301447	16.7311615	16.73751317	16.66721132	16.63464333	16.72498594	17.11918273	16.81498477	16.9816436	16.55356454	16.58425869	16.64200129	16.34443211	16.38446617	16.64735163	16.52827692	16.6985522	16.57016491	16.63960099	16.57236429	16.55533672
P09651	HNRNPA1	P09651	16.82636456	16.71684307	16.95627496	16.20591088	17.14657073	16.99380973	17.2084418	17.59703124	17.23796338	17.0328091	17.0073101	17.23078924	16.95897105	17.07120515	16.95714396	17.14248542	17.02314304	16.84921141	17.00441111	17.31223399	17.60973569	17.46749882	17.42915186	17.53324755
P09651	HNRNPA1	P09651;Q32P51	17.85381371	17.80177193	17.77372909	17.73082667	18.00830252	18.19653582	18.19130423	18.32832565	18.15693419	18.2025605	18.02153628	18.17632658	17.73464786	18.11396425	17.81333306	18.39527516	18.19026319	17.8873243	18.19016837	18.2889281	18.01568724	18.30577939	18.10317585	18.25008376
P09661	SNRPA1	P09661	15.19612625	15.10458513	15.32827138	14.99353689	15.74181155	15.60958649	15.76959945	15.86613302	15.34538966	15.63365238	15.7440163	15.63533621	15.46521079	15.52695621	15.14383373	16.01395536	15.34728533	14.97506248	14.87534009	15.69335741	15.45892536	15.61430758	15.48268048	15.56618752
P09668	CTSH	P09668	12.50213722	11.33931544	13.49290389	12.60910293	11.14313552	13.53481141	13.87324429	14.11244369	12.89478616	14.18925558	14.80551729	15.33831591	11.46004685	14.56470634	12.90735627	14.92829614	13.62946172	11.64314059	13.03085147	14.5319694	14.77945345	11.83932082	13.10510891	14.36754224
P09669	COX6C	P09669	16.57876463	16.57482422	16.4546928	16.53143468	16.4921077	16.44564026	16.12186704	16.16409766	16.11529465	16.58241994	16.43457912	16.28928162	16.3242832	16.37370657	16.23468683	16.52443884	16.701887	16.45972306	15.99131691	15.85153618	15.76625267	16.09904572	15.78178172	15.93787593
P09758	TACSTD2	P09758	16.81127356	16.84203117	16.68872825	17.02342794	17.31222212	17.2973572	16.91920921	17.00877248	16.85769535	17.25200731	17.04303706	17.29101293	16.68245955	16.52165496	16.43982921	16.97421049	16.8356954	16.67487495	16.56132147	16.6172015	16.71841857	17.08213294	16.77208948	17.17461174
P09874	PARP1	P09874	17.01954003	17.00082616	17.0985812	16.93610631	17.10178273	17.12135757	17.03045465	17.03931128	17.13562504	17.23689927	17.22735663	17.44082399	16.93665119	17.12934471	17.13914152	17.12754076	16.95995507	17.17862624	16.90207197	17.17969044	17.27723489	16.9047926	16.90483816	17.16504639
P09960	LTA4H	P09960	17.56847126	17.52036755	17.58881799	17.76677511	17.52212718	17.52410753	16.8068789	16.71947896	17.08527467	16.90670653	16.98510456	16.22282365	17.36052385	17.14242721	17.07499605	17.1714936	17.19106859	17.26812478	16.92020591	16.83279136	17.05176096	16.36389661	17.07115489	16.92121366
P09972	ALDOC	P09972	15.84692853	15.6772103	15.7884159	15.68823426	16.05347365	15.99016162	14.94463523	15.32805433	15.04253648	15.31034382	15.34792938	15.19243121	15.99423956	15.7507896	15.62755283	15.99409727	15.60837851	15.77148953	14.8125972	15.37999303	14.80820125	14.63030675	15.00440387	15.10753583
P0C7P0	CISD3	P0C7P0	14.44313815	14.43016634	14.44717991	14.21852264	14.39780062	13.95933394	14.52585804	14.6682395	14.85618254	14.36891614	14.99403258	14.88068711	14.58603067	14.40357545	13.95761396	14.2721819	14.27349504	14.36568831	13.92750645	13.85501853	14.74575174	NA	14.2366564	14.87610937
P0C7P4	P0C7P4	P0C7P4	NA	NA	NA	NA	NA	12.85968567	NA	NA	NA	NA	12.30577261	15.31305028	NA	NA	NA	NA	NA	NA	NA	14.94390837	NA	NA	NA	NA
P0C7P4	P0C7P4	P0C7P4;P47985	16.49066053	16.44455105	16.58164839	16.5886041	16.67743817	16.88910915	16.58009381	16.64908613	16.55557561	17.02718413	16.9008714	16.63438279	16.43571713	16.64422791	16.36762277	16.70086343	16.51451607	16.64404852	16.27314264	16.1804919	16.66444992	16.29402639	16.41036156	16.52008074
P0CG12	P0CG12	P0CG12	10.62869066	9.749747552	12.50353556	9.403062089	8.491622635	9.564349686	12.02028434	13.00153821	11.41968897	11.87403811	13.65721327	11.809157	13.56367832	11.18414852	11.22819691	11.83231916	10.94251253	11.37328746	12.82552473	12.16767813	13.6100669	13.36990049	14.48515518	12.86217895
P0CG30	GSTT2B	P0CG30;P0CG29	15.11211697	15.35098914	14.91999036	15.35066097	14.64457725	15.28356691	13.91859755	13.75513306	14.83903212	14.37394105	14.1500928	13.3453613	14.87275968	14.94674778	14.79003983	15.00371042	14.42991787	14.75837183	13.51203559	13.71180895	14.71324559	14.0437085	14.31993923	14.01000734
P0CG35	TMSB15A	P0CG35;P0CG34	15.95201526	15.67992602	15.79835574	NA	16.20724883	16.02873529	16.16805322	16.45061272	15.7414474	15.77637428	15.87305123	16.31539943	15.84014002	15.9356795	15.60046332	16.42782404	16.38933094	15.96848339	15.30404767	16.18888977	15.90158214	15.94887483	16.25506296	16.47015898
P0DI82	TRAPPC2	P0DI82;P0DI81	NA	14.37902556	14.52987006	15.0061035	13.56301937	13.87714504	12.63957024	11.00265041	11.16072932	NA	NA	NA	13.26811521	13.44865512	14.28593748	13.29491241	13.35532585	13.14209434	NA	NA	NA	11.7841537	NA	12.33105989
P0DJ07	PET100	P0DJ07	15.44907727	14.68129528	15.22022171	14.62307531	14.64957166	14.56172914	14.31250751	14.97255755	15.42045509	14.93837306	15.09904728	14.80649144	15.28462461	14.96924659	14.62320935	14.53287601	14.29086809	15.08966701	14.9536948	13.7372788	14.82333692	14.95843603	13.81121402	14.19632894
P0DJI8	SAA1	P0DJI8	12.38150039	12.32685902	12.05297126	12.76559528	11.84539985	12.12971585	16.10191444	11.93266711	11.72389528	11.60167639	11.87047493	8.8740132	12.35353605	15.67967665	11.26656313	15.7547682	11.68289956	11.84699115	15.54182619	14.27481657	10.53270456	11.40674508	11.65007051	10.16448878
P0DJI8	SAA1	P0DJI8;P0DJI9	15.13358139	14.5769102	14.6223695	15.31377907	15.43263184	15.30220894	13.50516829	13.58733488	14.0498948	14.8042771	15.00628052	15.65953109	13.99364591	13.5865112	13.58414159	14.38851216	13.05958039	13.52937255	12.43656207	14.37763185	15.05380632	13.17805748	12.89303472	13.61554869
P0DMN0	SULT1A3	P0DMN0;P0DMM9	15.14640575	15.22875091	15.30078523	15.16038983	15.92916336	15.73358909	14.92547918	14.7115909	14.40049668	15.27574772	15.21944075	15.32752474	15.11022819	14.95707716	15.02010777	15.47253289	14.6912879	14.96002111	13.99037741	15.48417613	14.60061044	15.05364739	14.60280028	14.9047208
P0DMN0	SULT1A3	P0DMN0;P0DMM9;P50225	17.62563371	17.32092883	17.67604988	17.73369224	NA	17.95504886	17.56155057	17.56675022	17.27980204	17.74401865	17.79249328	19.00036507	17.65549607	17.72442721	17.77158152	18.10479651	17.26616334	17.51045801	16.7929812	15.22651877	17.3377016	17.58244232	17.44762131	NA
P0DMN0	SULT1A3	P0DMN0;P0DMM9;P50225;P50226	15.7262191	15.20071844	15.42430334	13.43437407	14.02704692	15.44859899	15.66680819	15.67779822	15.86632269	15.00560936	14.78052243	14.62460536	14.94671322	14.58294682	15.40420451	14.43640788	15.13373823	14.36669187	14.40517963	15.6673579	14.45121902	15.34998842	15.74583759	15.9881437
P0DMV9	HSPA1A	P0DMV9;P0DMV8	17.07760137	17.28727357	17.25923884	16.74062827	17.35783633	17.47206579	17.48135131	17.5097657	17.46891963	17.69295202	17.50915301	18.2134081	16.9512348	17.20576272	16.87282899	17.37325855	17.00901849	17.05378122	17.19717757	17.70846568	17.22906904	17.64187509	17.16644843	17.4089058
P0DMV9	HSPA1A	P0DMV9;P0DMV8;P34931	17.92617813	17.91807373	17.85610371	17.80264112	17.89878255	17.52226927	17.83868121	18.21179514	17.94660621	17.6438915	17.90511236	17.78653959	17.7616573	17.61698355	17.62435603	17.80441443	17.78330458	17.8163453	17.76914313	17.59310189	18.16875459	17.90377489	18.00636627	17.99701752
P0DN76	U2AF1	P0DN76;Q01081	15.41774846	14.26845868	12.38550752	14.72979022	15.36002596	15.2882273	16.35694116	15.50756608	15.37253157	15.74570459	15.79528223	16.12910754	14.55175356	14.33870098	14.44886888	15.97617629	15.78512304	13.02824964	14.09046956	15.64994493	15.26035854	15.90858469	14.91107086	16.71371921
P0DN76	U2AF1	P0DN76;Q01081;Q8WU68	12.81489582	16.48238281	16.74898074	16.13278018	15.98278391	17.25559231	16.06953497	16.59412139	17.03541143	16.26954411	16.15025817	17.33235891	15.81989189	16.31496703	16.16732941	15.98046913	16.55979269	15.27054727	13.06220841	16.93639577	17.06478342	15.88485764	16.30888042	16.42668348
P0DOX5	P0DOX5	P0DOX5;P01857	NA	NA	NA	16.5672674	16.06408906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DOX7	P0DOX7	P0DOX7;P01834	16.20457422	NA	16.01491076	15.98720483	15.30682732	15.7827411	16.47499455	16.47209005	16.53535381	16.001219	15.483089	15.41323947	16.17276453	16.29124702	15.61374614	15.66237624	16.55978184	15.97243226	17.09219186	15.5103647	16.36234489	16.38256227	16.63851773	16.01995043
P0DP25	CALM1	P0DP25;P0DP24;P0DP23	16.6909835	16.69121077	16.53449633	16.10801253	16.86672534	16.89979462	16.92628926	16.75643505	16.31443158	16.52532984	16.75997859	16.35269754	16.88084073	16.56356229	16.10677878	16.79087487	17.19548035	16.56516356	16.70508985	16.25379097	16.58396117	16.65802454	16.93077124	17.07969653
P0DPB6	POLR1D	P0DPB6	14.98331319	15.01242137	15.04610536	14.48618796	15.05570832	15.48934361	14.52517636	15.03323967	14.5532534	14.77680392	14.00945459	14.85528071	14.98115073	15.07190393	15.16310904	15.50598957	14.62777069	14.84790523	14.01719462	14.44589161	14.98228225	14.72478277	14.80917396	14.21926402
P0DPB6	POLR1D	P0DPB6;P0DPB5	16.94356958	16.85535254	13.28907591	16.44108804	16.59427195	16.61593623	14.57936764	16.31832713	11.03011883	16.71959237	15.38015807	16.77273731	16.66350675	16.56809187	15.45285133	16.4853223	16.38637405	NA	15.69172753	14.89978035	15.10960161	16.17944981	16.58839058	16.65235336
P0DPD7	P0DPD7	P0DPD7	13.61964219	13.41362693	13.3999132	14.01646135	12.82935008	15.06945798	14.71804976	14.44372572	12.93000536	14.30746138	14.99280829	14.71686542	12.84478171	13.64955459	13.12055165	15.72275868	13.08922685	13.05243508	12.93337874	14.73912233	14.48659887	14.28070359	12.78683709	14.49104308
P0DPD7	P0DPD7	P0DPD7;P0DPD8	15.59452523	15.52044559	14.68791604	15.46698794	16.10690246	15.96706225	15.1007969	14.33786525	14.34832004	15.24293579	15.63328013	14.97436149	15.33971346	15.47705685	15.62788418	15.67778591	14.02686181	15.33780232	14.68694048	15.40466543	15.31022483	14.99414685	13.71290762	15.11006541
P0DPI2	P0DPI2	P0DPI2;A0A0B4J2D5	14.41687383	14.5750657	14.43637155	14.56318163	14.74112291	14.84294815	14.64792776	14.88008982	14.68056673	15.07828425	15.08269019	15.28537512	13.67680139	14.39560431	14.44597951	14.60638567	13.9121152	14.38116037	14.27749407	14.61869532	14.63337009	14.73241729	14.5093944	14.78594188
P10071	GLI3	P10071	12.60829097	12.97824095	NA	10.88105421	NA	13.51733252	12.36895402	11.04942536	NA	13.10605355	11.58633014	13.54200582	12.85858069	13.15769684	NA	13.5967393	NA	12.19836201	NA	13.34863139	NA	NA	11.98406682	14.02582042
P10109	FDX1	P10109	15.20204155	15.25013905	15.55511491	14.89893841	15.45534929	16.55050515	15.63004747	15.33265949	14.38126911	15.07996324	15.15718412	16.42876807	15.37200045	15.15375983	14.73920529	15.80985138	13.64077737	15.00193855	14.39980622	14.32954445	15.07663015	14.70331433	13.37210384	15.68011273
P10114	RAP2A	P10114	NA	13.24996159	NA	13.80656848	NA	NA	NA	NA	NA	14.08047561	14.0165706	NA	13.71529297	NA	13.57289125	9.62023764	NA	NA	NA	13.22358439	NA	13.91506396	13.96810949	NA
P10114	RAP2A	P10114;P61225;Q9Y3L5	13.63231023	13.66788966	14.65070249	14.16166592	15.12449562	15.59771863	14.10773576	14.08106992	13.87877663	14.88931704	15.72269023	15.0076424	13.94626244	14.57534129	15.19854056	15.43034032	13.11816954	13.82299279	13.55468316	15.07082967	14.70053342	14.59104245	14.37149614	14.56178183
P10155	RO60	P10155	15.49564402	15.20206614	15.57131206	15.85839194	15.51183732	15.5734976	15.02316288	14.98703047	14.92771877	15.11440053	14.8440344	14.99112049	15.18885332	15.24814538	15.44948377	15.40591844	15.03315005	15.15768573	15.11399225	15.24595424	15.75399865	15.13483984	15.1698674	15.12475427
P10301	RRAS	P10301	15.03803317	14.94745246	14.77555989	15.30902639	15.11953088	15.11434683	14.20954446	14.98261108	15.20348831	15.34720796	15.38594237	14.85536779	15.14329319	15.27442045	15.21348647	14.57395507	14.85394781	15.05744414	14.73875593	14.61445672	15.34619413	15.28267632	14.94764318	15.27084171
P10321	HLA-C	P10321	16.89699321	16.32963109	16.54227115	16.8052763	17.04158374	16.51224087	17.30065234	17.48331666	17.12048341	17.33874038	17.28539894	16.93460993	16.42005463	16.76840894	16.71679357	16.73171512	16.56211459	16.88676341	16.465814	17.05352188	16.90408382	17.37446965	15.51650162	17.12608903
P10321	HLA-C	P10321;P01889	16.85912674	15.94523749	NA	15.51660637	16.08836376	16.02663855	16.89701927	16.454808	16.13569749	16.41559057	16.4413281	14.80380834	15.8247571	16.02356758	16.08075175	15.57397181	15.98231757	NA	16.01099606	16.38790794	15.93244372	16.0474516	NA	NA
P10321	HLA-C	P10321;P01889;P04439	NA	NA	NA	NA	NA	10.48235763	NA	NA	NA	NA	NA	14.16377795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10321	HLA-C	P10321;P01889;P04439;P30511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.73397906	NA	NA	NA	NA	NA	NA	NA	NA	14.13992646	NA	NA	NA	NA
P10321	HLA-C	P10321;P01889;P13747	16.50631201	15.98012503	16.5638207	16.13483228	16.61038328	12.05752612	15.72347994	16.7898729	16.4856151	16.62731176	NA	16.65790451	16.33237981	16.36645952	16.28252306	16.14449376	16.49774074	16.53270022	16.31593651	16.55125964	16.37163284	16.66587151	16.69553818	16.59381345
P10321	HLA-C	P10321;P04439	18.14209922	17.9632414	18.10287799	17.83603245	18.33222165	18.32670058	18.14877012	18.64248714	18.49351713	18.9937462	18.74040756	18.90102254	18.14986384	18.15193196	18.03966767	18.42499849	18.1852669	18.21144358	18.10946558	18.82820188	18.49338772	18.55168633	18.43929158	18.64981209
P10321	HLA-C	P10321;P04439;P30511	NA	NA	NA	10.60190256	NA	11.98720344	NA	NA	NA	NA	NA	10.87715421	NA	10.21323313	NA	NA	NA	NA	NA	14.02478489	NA	NA	NA	NA
P10398	ARAF	P10398	13.7538584	14.67346825	13.67781559	13.59863256	13.25235986	14.69886479	13.43826794	13.54587841	11.73222887	12.48198191	12.58018656	14.89474051	13.06016762	14.05416769	12.1965665	12.51654378	13.55163227	13.73694242	11.71671465	12.46185606	13.52355642	13.62112653	11.60362806	12.31814164
P10412	H1-4	P10412	18.28680845	14.41795404	18.02057868	17.97415391	10.23894034	13.70910921	NA	17.71971365	9.417854349	15.35232117	12.98371759	17.49931439	11.89646838	11.88101314	9.324155568	17.13585268	13.91735681	6.388516707	8.469765986	11.4679327	18.25017389	16.70171217	12.78820658	15.18981603
P10412	H1-4	P10412;P16402;P16403	22.74411644	22.39389843	22.38973901	21.94394485	22.22559549	22.41735618	22.87636304	22.83396517	22.43394296	22.29588208	22.26841656	20.79292129	22.79279079	22.52656855	22.13969769	22.35274475	23.0502495	22.62306669	22.44881173	21.84997092	22.31155689	22.63221568	22.94530089	22.92058735
P10412	H1-4	P10412;P22492;P16402;P16403;Q02539	20.07203522	19.36386226	20.08678821	19.89143061	20.05864787	20.07368267	20.67608757	20.53122186	20.27619283	20.19820068	20.36776263	20.50420411	19.83462625	19.83591329	19.83132742	20.54621692	20.65118601	20.1082503	20.09899087	20.29078088	19.79697337	20.63906864	20.63887786	20.57630005
P10515	DLAT	P10515	16.35459928	16.33163453	16.31111636	16.6044106	16.37306642	16.42104568	16.01809113	16.03746017	16.13334647	16.27900279	16.37048001	16.38281427	16.17019715	16.31998166	16.45547639	16.13710333	15.83007784	16.23823702	15.64971511	16.13387345	16.07759671	15.72055335	16.04304418	15.92124095
P10599	TXN	P10599	18.02323754	18.0117435	18.01105427	17.6465516	18.03853147	18.52222685	18.24354426	18.22193608	16.79074326	17.85477065	18.09181209	18.72017874	18.32725704	18.32505729	18.1405189	18.5439652	18.25507722	17.64476226	16.24811136	18.71584542	18.05505271	18.33208165	17.95206498	19.06275184
P10606	COX5B	P10606	18.62489002	18.57229928	18.69637323	18.44379805	18.91584405	19.03375881	18.80819938	18.92296273	18.50484594	18.82720206	18.83889683	18.73173131	18.73449583	18.9567952	18.44934033	19.05240076	19.18814425	18.65760055	17.97997827	18.44745607	18.19690782	18.51034797	18.45797885	18.74571549
P10619	CTSA	P10619	15.13156173	14.01858151	14.53373797	15.27386256	14.17433816	15.24704199	14.27759209	13.80881527	12.2268396	14.87808164	15.46204236	14.94622791	14.59031592	14.32401963	15.31980951	15.30907907	15.16549562	14.73335936	14.6462503	14.68635248	13.69698944	14.9366803	14.27215381	13.84605873
P10620	MGST1	P10620	17.26319379	17.24445387	17.39234052	16.73606036	17.3664785	17.47550843	16.30415078	16.62186115	17.00258737	17.19472704	17.03345116	16.59394392	17.1286559	17.31036627	17.52813122	16.81399622	17.18309403	17.28461038	16.6025863	15.80786813	17.09246704	16.49621017	16.28064035	17.004216
P10644	PRKAR1A	P10644	14.93250307	14.88980796	15.00714298	14.98155363	15.00268912	15.17307857	15.33839944	15.40736652	15.04452681	15.16162872	15.35981521	15.01597354	15.13284988	15.11723043	15.19485135	15.26112515	15.03030618	15.12887606	15.14429246	15.1459534	15.08832783	15.48343305	15.34724245	15.28816211
P10644	PRKAR1A	P10644;P31321	13.79283087	10.82529489	14.18826323	13.95554522	12.69074254	12.62747864	NA	NA	14.20528832	12.68447789	NA	NA	NA	13.9037174	14.21214783	12.54083834	14.51452923	14.22409836	14.77620412	NA	NA	13.15313807	14.4719731	NA
P10646	TFPI	P10646	11.12342811	16.3889973	11.37556078	17.21482465	16.0575171	13.32420834	11.62955492	12.22089611	16.69591045	12.07802767	12.54172413	12.96720427	11.28451448	11.51146621	11.40128423	12.57494761	16.60134108	15.67226304	12.01397298	12.39907833	11.34027809	NA	12.34911614	12.5970112
P10746	UROS	P10746	11.95805265	12.43924434	14.44031186	12.15651115	15.21075451	14.93595906	11.41208366	14.24577795	13.84271145	13.13352483	14.52186777	NA	13.40697672	14.67045039	14.17807484	15.36337593	12.66817255	12.56947835	13.9759094	14.90256522	13.56650882	12.78652956	14.33792929	15.5938468
P10768	ESD	P10768	16.34998833	16.41808599	16.44027254	16.54327577	16.78638997	17.02776253	16.65077622	16.57146322	16.55700073	16.70479231	16.73405434	16.67586131	16.42010108	16.53830368	16.38281455	16.77578536	16.45112887	16.37924464	16.31717082	16.99734437	16.8116833	16.67434368	16.38760019	16.6592762
P10809	HSPD1	P10809	17.12703417	17.25697128	17.3467112	17.15761055	17.41619403	17.48402358	17.23734283	17.25952921	17.03414632	17.3333687	17.49161053	17.49373818	17.16988636	17.20636003	17.39702508	17.19987079	16.65409066	16.99919884	16.72052889	17.37509205	17.32644569	17.20403817	16.92024498	17.14050498
P11021	HSPA5	P11021	18.69244229	18.63452058	18.53412357	18.52968749	18.65435369	18.61759912	19.06833639	18.96323372	18.88308876	19.04737368	18.98893943	19.1000404	18.66996727	18.79308749	18.54580776	18.88096004	18.9131399	18.77012677	18.8524411	18.8366971	18.82024089	19.13788073	18.78393907	19.06765233
P11021	HSPA5	P11021;P11142;P54652;P34931	19.46816353	19.16759183	19.12168614	18.67728173	18.34144386	18.00545977	19.45648414	19.07330646	19.21475089	19.32601145	18.73275903	17.45094883	19.49136506	19.3177912	18.80082082	18.47426999	19.44401679	19.424196	19.23916096	17.80135162	19.11194866	19.15664333	19.53928305	17.35649232
P11047	LAMC1	P11047	13.61340349	13.38087026	14.16256356	11.83450306	13.42638215	13.78789009	13.89484818	13.6125679	13.9820059	14.25405648	14.3064184	14.48391008	13.99562237	14.02714519	14.53388249	14.1997691	14.17512419	14.22285996	13.76910601	14.23159354	13.451006	13.98132652	14.05091025	13.91855041
