Protein	Gene	PROTEIN_ORIGINAL	x400x15-1	x400x15-2	x400x15-3	x400x5-1	x400x5-2	x400x5-3	x400xH15-1	x400xH15-2	x400xH15-3	x400xH5-1	x400xH5-2	x400xH5-3	x60kx15-1	x60kx15-2	x60kx15-3	x60kx5-1	x60kx5-2	x60kx5-3	x60kxH15-1	x60kxH15-2	x60kxH15-3	x60kxH5-1	x60kxH5-2	x60kxH5-3
A0A0B4J2F0	PIGBOS1	A0A0B4J2F0	13.14656434	12.97583946	9.218242994	NA	17.20439913	NA	NA	NA	NA	NA	NA	12.47476207	10.8375791	12.29450574	NA	12.13098124	14.11889882	NA	NA	NA	NA	15.70853262	NA	NA
A0AV96	RBM47	A0AV96	12.70368426	13.60702532	12.179415	12.60575831	13.68870814	14.22437185	NA	NA	12.52677035	13.67867876	13.49269759	14.59115957	12.61991171	12.32295068	12.25082583	13.13772303	12.4853019	12.13352373	11.97417815	14.20424272	12.55098703	13.26085697	NA	12.48478501
A0AVT1	UBA6	A0AVT1	15.23355444	15.32623759	15.44335155	15.64326438	15.23042644	15.36218804	15.24705982	15.25376014	15.22269554	15.29542025	15.19459211	14.9830606	15.37611247	15.48123437	15.3397507	15.16830521	15.16552203	15.46794866	15.20468553	15.30598647	15.60912521	14.92537993	15.41113711	15.59097144
A0FGR8	ESYT2	A0FGR8	15.8197714	15.9418625	15.80747391	15.85682123	15.96361276	16.15641414	15.6436521	15.7722132	15.84997999	16.0899641	16.1744704	16.31461646	15.78833529	15.78831108	15.82412981	15.86356621	15.38252438	15.86021289	15.25269082	15.72146988	15.79020072	15.79177231	15.61217232	15.50117369
A0JLT2	MED19	A0JLT2	13.81813359	NA	NA	14.0092235	12.73192502	14.82209305	13.8675982	12.21906773	NA	13.56010008	14.46075106	15.8870955	12.82347264	11.67630809	14.47134626	15.06190067	NA	13.23711906	11.69089873	15.54407419	13.95722743	11.70367753	13.96079986	14.46729133
A0JNW5	UHRF1BP1L	A0JNW5	NA	NA	10.94959768	12.03696774	12.41644648	11.75393606	NA	NA	NA	11.44713353	12.63913953	12.13581285	12.61929784	NA	11.49626546	12.24804239	NA	NA	NA	NA	9.874336796	10.89439543	10.46178209	NA
A0MZ66	SHTN1	A0MZ66	14.28265215	14.2377778	14.18819542	14.26468719	14.15800264	14.37386914	14.42950419	14.60998088	14.58959968	14.71874236	14.58711374	13.64779862	14.53978207	14.45816834	14.12102162	14.49385729	14.54012851	14.41017623	14.19341062	14.06289861	14.63080453	14.68123467	14.50728377	14.70915592
A0PK00	TMEM120B	A0PK00	12.54502756	NA	NA	13.44666306	13.66239587	10.92293994	12.78663977	12.73475134	13.10219229	NA	13.32017899	13.87393919	12.45897408	NA	13.54836234	13.74867839	12.99413307	13.8334361	13.07730961	13.9633671	13.09261396	13.08748574	NA	NA
A1A4S6	ARHGAP10	A1A4S6	14.21461562	14.14147689	14.11668716	14.12778768	14.40548478	14.14663328	13.71738733	NA	13.16151694	14.02460624	14.15587134	13.52347005	14.19939619	13.84168905	14.0032041	14.29435432	13.13535793	13.12598182	13.39910425	14.31821312	13.42971149	12.78324797	14.07885381	13.79280958
A1IGU5	ARHGEF37	A1IGU5	12.45170007	12.48023197	11.74605495	NA	11.24040055	NA	13.59823663	13.89424393	14.00315397	NA	14.51407714	12.13127579	10.14845593	12.55620966	11.93703935	NA	NA	NA	12.22209126	NA	11.23344277	12.24923226	12.33577823	13.86966948
A1KXE4	FAM168B	A1KXE4	9.468542765	9.883732989	9.386149225	8.997140605	12.95255962	13.10155827	9.24660986	11.78910255	9.27422035	9.206152394	9.127796468	14.69603365	11.73658946	9.523444761	9.524652453	13.57271157	11.3238842	9.463148043	8.869167417	12.68767211	11.33766701	9.407542161	9.535095833	14.79945915
A1L0T0	ILVBL	A1L0T0	14.60192987	15.03096811	14.77296215	14.89723981	14.94052472	15.08018722	14.58092013	14.4342868	14.67916974	14.84470234	15.07095972	15.18923196	14.75276095	14.62957794	14.95098789	14.85905727	14.36388955	14.69186187	14.33715989	15.07632702	14.80982963	14.19662975	14.61719305	14.5534626
A1L170	C1orf226	A1L170	9.180630104	13.20946238	15.28147873	11.33145744	16.20563353	NA	15.08622721	15.42840437	15.06399474	NA	16.8433281	17.46718352	15.61468749	15.16148332	15.98632202	NA	NA	14.7868086	14.41891735	17.07273466	10.2341327	16.05552835	15.47095982	16.5050711
A1L188	NDUFAF8	A1L188	16.67052549	14.72839471	15.37530494	16.19107101	16.30972444	16.01726496	16.00380433	15.68734098	NA	16.13649071	NA	16.16481098	16.19249829	16.21405907	15.3836015	16.40903859	15.6942973	15.05697605	15.79174883	16.43129951	14.71065436	15.01075086	15.53198925	NA
A1L390	PLEKHG3	A1L390	14.33707648	14.17566448	13.65806256	13.37880596	13.8982439	14.21214572	14.21266065	13.87179855	13.82387418	14.09394598	13.14708853	14.02079105	14.40330761	14.05188676	14.05230299	14.40670011	14.3059174	14.08227485	13.73403635	13.77469241	14.07862219	14.06899863	14.51023191	14.69934772
A1X283	SH3PXD2B	A1X283	14.84727925	14.82707138	14.89744787	14.67369228	15.10313362	15.04920377	14.95407076	14.76929591	14.71155999	14.90033046	14.89277204	14.75627123	14.8724745	14.96071241	14.64594955	15.00277393	14.57246461	14.74681234	14.56075379	13.91217947	14.6677163	15.31018424	14.90401733	15.22501628
A1X283	SH3PXD2B	A1X283;Q5TCZ1	14.06382477	13.79227692	13.95026985	14.09429921	NA	NA	NA	14.48923776	14.41368247	12.525056	NA	NA	14.00529169	14.10180644	12.56612068	9.743083422	13.59794765	NA	14.90241972	NA	10.13862672	14.19655181	14.57418812	NA
A2A3N6	A2A3N6	A2A3N6;Q99755	15.0280782	14.93822808	14.73938378	NA	14.96745062	NA	15.36688217	NA	15.38145363	14.57933065	15.08364354	NA	15.13930758	14.77079963	15.3583445	14.68988871	15.37300245	15.36879608	NA	NA	NA	15.33146565	15.43321929	15.08763104
A2RRP1	NBAS	A2RRP1	12.82326233	13.4038497	13.48155861	13.72588167	12.68559211	13.82929498	12.44047648	12.61118826	13.37924377	13.48847741	13.83254791	13.72263293	13.66240398	13.56986454	13.70397126	13.62779705	12.44996917	13.73593935	13.33625971	13.85600703	13.40246161	12.79699264	13.36380131	13.3024999
A2RTX5	TARS3	A2RTX5	13.08087261	13.00616507	12.84333013	13.15311871	13.24955341	13.80610141	13.38546046	13.21405325	13.28478036	13.66655674	13.21736894	13.32344539	13.32239115	13.01981942	13.26178027	13.09350651	13.23107268	12.9983648	12.7775847	13.25803573	13.58033144	13.43685581	13.41802546	13.47119148
A2VDF0	FUOM	A2VDF0	NA	12.89118725	12.83099271	12.77738926	13.70432602	13.68433685	13.1308916	NA	13.00751649	13.45818616	12.65839802	13.2088541	12.96933111	13.37335153	13.06288861	12.45980532	12.52600551	12.22945183	12.4618683	NA	12.89637765	12.93200541	13.02395493	13.50108202
A3KMH1	VWA8	A3KMH1	14.13895331	14.45565253	14.64668643	14.21929082	14.31212919	14.57490226	14.21398641	14.34944906	14.47592519	14.66216462	14.72572797	14.74512566	14.2122539	14.47385731	14.25476399	14.20241676	14.00412524	14.46122782	13.88831754	14.13253049	14.19740605	14.17570523	13.79799144	14.15647734
A3KN83	SBNO1	A3KN83	13.43545262	13.54138344	13.43310016	12.86281314	12.07237076	12.36756353	12.1669532	12.78650525	11.9748063	12.54374871	12.97555849	13.10134697	13.15976658	13.51665041	13.43387214	13.61433983	13.26797316	13.38274222	11.52726967	11.42698161	12.15588967	12.19524151	12.49973187	12.31713422
A3KN83	SBNO1	A3KN83;Q9Y2G9	14.83777315	14.33126141	14.63692665	14.98945441	14.58302938	14.6243527	14.37094258	14.42705287	14.44007459	14.50322688	13.22338796	14.12312097	14.81591356	14.67316318	14.91479019	14.77555132	14.55388467	14.66035055	12.42588798	14.58943573	14.1817781	13.81726598	14.10408369	14.06729361
A4D1E9	GTPBP10	A4D1E9	14.77016123	14.95127533	14.82756888	15.00651211	14.87668367	14.78913068	13.77849982	13.55295235	14.07790276	14.27248163	14.4465824	14.09388339	14.58420894	14.53063391	14.97897196	14.42373427	13.9355941	14.60958794	13.6402114	14.17641965	14.4981389	13.70155626	14.04624003	13.94753293
A4D1P6	WDR91	A4D1P6	13.8356813	12.85685023	13.97055275	13.04476111	14.16216595	13.06672258	14.04118093	11.75189904	13.35753288	13.73422867	13.68860712	13.71004874	12.84950774	13.94659188	13.58245789	14.10275298	13.58873927	13.75027871	14.07212489	14.06780699	13.97192348	14.31843328	13.7751956	13.18560845
A5A3E0	POTEF	A5A3E0	14.73437149	15.81769848	14.97602707	18.79286373	16.81869971	17.16308344	15.59148471	15.07259655	14.74364255	16.74814006	17.61691695	16.12337596	15.29931217	15.39799583	15.25941376	15.49841554	15.54171843	15.31871912	14.14968877	15.24941815	15.91777071	14.62446608	16.34440723	15.23405347
A5A3E0	POTEF	A5A3E0;P0CG39;P0CG38;Q6S8J3	12.15627694	NA	NA	NA	NA	NA	NA	NA	12.72998787	NA	NA	NA	12.82643067	13.25981935	12.72679501	NA	NA	NA	12.39416364	NA	15.04310085	NA	NA	12.96985279
A5D8V6	VPS37C	A5D8V6	NA	14.55023155	13.31444545	13.17586741	14.97434103	15.45778067	13.94079265	14.13136702	14.61565557	14.06063338	15.12176745	15.15766476	14.38982936	14.84179083	14.8168483	14.48688384	14.45869449	14.31225473	14.12985672	13.74054797	14.55917427	14.55873063	14.96783072	14.56230076
A5PLL7	TMEM189	A5PLL7	15.61573246	15.80576423	15.67337746	16.22475958	15.99552452	16.04080137	15.17457364	15.53175597	15.41090353	16.10096684	15.72023768	15.49455657	15.7040342	15.58025149	16.00291474	15.93268044	15.41918064	15.78788891	15.80926917	15.60789527	15.99069314	15.37958877	15.37141639	15.28744588
A5PLN9	TRAPPC13	A5PLN9	12.11047597	11.80012607	13.86174581	14.04690847	13.46500785	14.64947998	12.74912882	13.55899839	11.72226231	13.03307497	14.33455338	12.08259439	13.94041418	13.65647296	14.29253819	14.05634222	13.30847712	12.88708595	13.30752464	14.69927222	14.01768111	12.81320147	12.74400729	13.13333112
A5YKK6	CNOT1	A5YKK6	14.18081029	14.27645871	14.14977334	14.32849491	13.91470115	14.10000063	13.10805263	12.86449573	13.32645167	13.32624642	13.66794422	13.12421975	14.32751026	13.86973365	14.01929598	13.83591476	13.48812409	13.78080666	13.42094386	13.33443484	13.46739549	13.19775887	13.4899482	13.04730904
A5YM69	ARHGEF35	A5YM69	NA	NA	NA	13.65754233	13.82172448	NA	14.25090093	NA	NA	NA	14.31287283	14.22984246	NA	14.1307092	NA	14.7030791	9.904828077	NA	NA	15.10452317	13.70755237	NA	NA	14.31458246
A6ND36	FAM83G	A6ND36	11.79790562	12.05504359	14.36600826	14.75013175	14.71854142	12.10089254	14.39874593	13.01744152	11.45910965	14.60006265	14.52184213	13.07532952	13.53300159	11.74705371	14.16008054	14.78222598	14.80850902	15.24580849	14.31646536	14.83653728	13.15264746	15.18386082	11.90022516	14.6186796
A6NDG6	PGP	A6NDG6	16.05913107	15.83764028	16.02609033	15.78980718	16.13630478	15.69364455	15.88660288	15.82414148	15.7487068	14.97841815	14.78888786	14.26379358	16.01517173	15.97054054	15.96282498	15.85352308	15.92832722	16.04877558	15.53563525	15.19852008	15.45111577	15.73355439	15.75932249	15.68345102
A6NDU8	C5orf51	A6NDU8	15.01090467	14.85604011	14.51005978	15.27646386	15.28981014	15.2176124	14.90982988	14.99825026	14.39205154	14.88426351	14.67531477	15.15398008	14.87722879	14.92867697	14.82443383	14.87686158	14.39870821	14.70765307	14.47941799	15.35202091	14.7316997	14.87351735	15.10999058	15.44624084
A6NFI3	ZNF316	A6NFI3	15.53192362	15.63195186	15.39598719	15.48154449	15.64845739	NA	16.27112403	15.54871679	16.52234964	NA	16.32631306	NA	16.4622077	15.60792726	15.53247233	16.08248636	16.26141972	15.6241057	15.31028789	17.04234033	15.71179557	15.75336222	NA	16.74677693
A6NHL2	TUBAL3	A6NHL2	NA	NA	15.46543116	NA	15.23750965	14.91743336	NA	14.44925348	15.22078676	NA	NA	14.15582677	NA	NA	NA	NA	NA	15.4193884	NA	NA	15.2473521	NA	NA	15.34416616
A6NHQ2	A6NHQ2	A6NHQ2	19.51681595	19.38106878	19.47046508	19.55434472	18.40237195	18.80908118	19.8412472	19.85457015	20.05024347	19.38418911	19.39756394	16.25707216	19.60277269	19.68404672	19.20334238	18.74483875	19.92264932	19.87349885	19.83567031	16.67217974	19.84370276	19.75875159	19.94250197	19.17031552
A6NHR9	SMCHD1	A6NHR9	12.81477619	13.44191321	12.83923338	12.65182293	13.62285831	14.03402293	13.08857496	12.70975229	13.24915837	13.66382155	12.66610167	13.89794053	12.30593353	13.18104805	13.95263364	12.64362698	12.98014997	13.06949679	12.53490694	13.71945817	13.17787543	13.03736838	12.49393876	13.3331243
A6NIH7	UNC119B	A6NIH7	15.46061749	15.62113566	15.51547657	15.243329	15.55343766	15.46287789	13.35105897	15.76206511	15.21220037	15.52846203	15.48963412	15.00469859	15.42707326	15.34212593	15.44756783	15.54732609	15.33564436	15.39512258	15.11862765	15.18836769	15.10362108	15.38010942	15.31679659	15.56382453
A6NJ78	METTL15	A6NJ78	11.94438479	15.4445186	13.8240564	9.087182033	15.16157109	NA	NA	14.27918486	10.46084544	14.17879562	12.17788474	7.82429026	12.71830151	NA	12.86291041	10.33639459	NA	15.17060788	NA	11.44066299	11.9652704	NA	12.48450755	11.81510537
A6NJ78	METTL15	A6NJ78;P0C7V9	14.7158706	14.79900894	14.81993865	14.70696842	15.02095694	15.11807264	14.23280601	14.1757117	13.93042069	14.62413712	14.15762283	15.27169214	14.56834474	14.61823898	14.64439989	14.77269203	14.29674263	14.46824031	12.97388049	14.24812535	13.41399218	14.00400993	13.48100357	13.58325684
A6NKD9	CCDC85C	A6NKD9	13.4725199	13.42820041	13.38715612	12.8603691	13.62235743	13.69265689	13.80999012	13.81919342	11.74690786	13.70414452	13.40645358	14.17190493	13.263018	13.75508723	11.95855897	13.76856666	13.85320063	12.06645099	13.239142	13.89993965	13.10421818	14.09518734	13.17132016	14.2679742
A6NKT7	RGPD3	A6NKT7;P49792	14.25678308	13.26282333	14.02147143	14.17331809	14.21635212	13.90143564	14.48346266	11.83746251	14.93448322	14.17708707	14.1215807	12.11817658	14.07747013	11.93609036	11.61657117	13.70283027	12.17547985	11.43296037	14.58638235	14.10859877	14.5414166	14.8145635	14.46144376	14.66848991
A6NKT7	RGPD3	A6NKT7;Q7Z3J3	17.33329034	17.03719324	17.23512767	17.23127248	17.18734006	16.90091033	15.1447525	14.43715766	17.33758478	16.92840037	16.89046056	13.50034567	17.20410555	15.70301038	14.83488749	16.73160441	17.35394033	17.29945995	17.01558954	15.28806752	15.28221495	17.3339604	15.52132373	17.05881914
A6NKT7	RGPD3	A6NKT7;Q7Z3J3;P49792	14.52732351	14.55199092	14.36946111	14.36063533	14.5646517	14.29771076	14.41730022	14.59630739	14.75435276	14.5164365	14.71017086	14.34133534	14.68406678	14.39420683	14.65572891	14.34212883	12.83333985	14.40189498	14.5633458	14.35598855	14.39464293	14.3717491	14.27613385	14.37369108
A7E2V4	ZSWIM8	A7E2V4	15.84011981	16.00159758	15.98024151	16.04205921	16.19799848	16.1413137	16.34743186	16.28905493	15.961618	14.63203316	16.29840799	14.83515834	16.0463202	14.44203688	14.58158582	13.77222709	16.14986945	14.5134662	15.99935862	16.90430365	16.07045788	13.88325624	15.56988329	16.12590233
A7KAX9	ARHGAP32	A7KAX9	12.54344163	13.99977724	13.76796518	13.67924451	14.16493597	13.95626683	13.63110171	13.33816046	12.65571792	13.90943906	13.76180697	13.79645453	13.90679655	13.83508192	13.92786812	13.1001112	12.7998635	14.06396833	13.29275265	13.78155887	13.48589714	13.93864647	13.74694673	13.46386444
A8CG34	A8CG34	A8CG34	11.99028456	11.95603333	11.64497885	10.91578959	8.873329403	11.70522835	8.808318577	8.801111386	11.22176039	12.02793674	12.78681082	14.28041253	9.265881155	11.66259336	9.935039909	12.84582775	11.91428064	13.39792156	8.507305923	14.91572781	12.69521417	12.50352981	11.70198754	12.27136844
A8CG34	A8CG34	A8CG34;A6NF01	13.37815359	12.14800818	12.04992811	11.95757332	12.74070678	12.21142609	13.33847405	12.14811238	11.96873593	12.88468997	13.08156225	12.74358084	13.04618283	12.08600936	12.08080877	11.17851195	13.16381674	12.74058746	11.73692266	12.66438455	13.22807501	13.18730948	13.624743	13.07289581
A8CG34	A8CG34	A8CG34;Q6PJE2	13.574986	14.05146437	14.1660709	14.19414053	14.17985281	14.6510146	14.88484846	14.79514951	14.39074766	15.15258107	15.05951059	14.69425651	13.7802823	13.7372929	14.29583099	14.5222952	14.41312194	13.66542584	14.19148886	15.19962767	14.19086504	14.14902044	12.71527306	14.71117336
A8MXV4	NUDT19	A8MXV4	15.10571313	15.20132859	14.91605098	15.07231889	14.87862635	15.48378027	14.65937089	14.83505206	14.97176916	15.2471923	15.20822241	15.14277296	15.21114752	14.75013813	15.06178495	14.63644146	14.6293889	14.80912065	14.4318831	15.18182673	14.87824993	14.48387105	14.36541902	14.25277362
A9UHW6	MIF4GD	A9UHW6	12.78676082	13.63483687	12.85594271	NA	13.45930274	13.27646713	12.37730534	13.21330097	14.13527994	13.22001219	13.91196147	13.21684485	9.267913718	12.65412754	11.182724	12.85537549	10.90559952	13.2969332	10.83061111	13.4334225	14.55926693	10.14006376	13.85487466	13.62048761
C4AMC7	C4AMC7	C4AMC7	NA	NA	15.6233057	12.28900015	16.33142072	16.69301884	19.17849416	15.20862567	NA	14.27733628	15.69617347	NA	15.30939728	16.49862902	15.4693238	NA	NA	14.58153356	NA	14.19925953	NA	15.43785373	NA	15.94873105
C4AMC7	C4AMC7	C4AMC7;Q6VEQ5	16.08980707	15.9905712	15.91290871	15.49636198	14.87230364	13.9551799	16.31830428	16.30681869	15.98383652	16.34921653	16.12783952	NA	16.07023122	16.07781476	16.10616311	15.90404283	15.89029542	15.89774385	15.59123747	NA	15.94016528	16.40231549	NA	16.31743195
C4AMC7	C4AMC7	C4AMC7;Q6VEQ5;A8K0Z3	15.95842409	13.32020218	11.35521864	11.43191624	13.94684712	14.34096918	13.9560376	14.04493922	14.92277415	14.22393615	14.00630168	13.9556237	11.42916533	14.13156845	13.46237163	13.53227435	13.79270754	11.57165411	13.62834186	14.04197506	11.2566498	11.67017795	14.31366424	13.92044782
C4AMC7	C4AMC7	C4AMC7;Q6VEQ5;A8K0Z3;A8MWX3;Q9NQA3	15.83050324	15.84057083	15.8066176	15.60912475	15.83051514	15.38361803	16.04538343	16.03001855	15.9255476	15.96275488	16.00919366	15.03612286	15.94216312	16.19732954	15.92702208	15.33370257	16.03168484	15.72339675	15.9453217	15.08508546	16.0060714	15.88362416	16.08171582	15.95546454
C4AMC7	C4AMC7	C4AMC7;Q6VEQ5;A8K0Z3;Q9NQA3	16.06428466	15.80885145	16.26237698	16.06821225	16.9260295	16.80285322	15.70520914	16.45554496	16.2234172	16.471641	16.54847162	9.810217306	16.08826085	NA	16.44370909	16.53441455	15.86257808	15.88078232	15.74319078	NA	16.31723379	16.42239428	16.46073298	16.41027668
C4AMC7	C4AMC7	C4AMC7;Q6VEQ5;Q9NQA3	14.59775229	NA	14.41961672	14.48032186	NA	14.6040991	14.74883317	9.183995671	NA	15.50898628	NA	NA	14.78848397	15.25536433	14.20539742	14.98476296	11.75240258	NA	NA	NA	14.49092185	14.68068274	15.3495303	14.99415995
C9JLW8	MCRIP1	C9JLW8	13.30607743	14.5899483	14.80457043	14.5181096	15.09421428	15.06133422	12.55335511	15.25499508	14.87795869	15.23832805	15.2521412	15.58333193	15.36456166	15.02489064	14.81880319	15.8236052	15.50105038	15.05479676	13.54729554	14.83415818	15.26185185	15.4406011	15.69923587	15.86488105
E9PAV3	E9PAV3	E9PAV3	NA	NA	NA	13.7060035	NA	NA	NA	12.7905227	NA	NA	NA	NA	NA	NA	NA	13.67602137	10.41077501	NA	10.50549665	NA	NA	NA	NA	NA
E9PAV3	E9PAV3	E9PAV3;Q13765	13.41977676	14.23476205	14.09733511	13.19746576	14.88487296	13.39916133	13.59731916	13.7515168	13.45477042	13.2860354	13.14339057	12.02269346	13.7839234	13.47926882	13.46344824	13.47148917	13.57026743	13.51757656	13.35951298	13.32083169	13.41835806	13.91312383	13.44726056	13.22009228
E9PAV3	E9PAV3	E9PAV3;Q13765;Q9BZK3	16.26491178	16.01492275	15.85517367	16.07608466	16.68415467	16.90127233	16.82223942	16.89658862	16.58226932	17.10283031	16.59271344	16.87044674	16.1506935	16.22433036	16.10068119	16.78581935	16.947816	17.10390272	16.61508375	16.84253675	16.51063228	17.35688912	16.60660529	16.83767428
E9PRG8	E9PRG8	E9PRG8	16.76529768	16.7311456	16.59366444	16.76852183	16.34934173	16.61192424	17.12576433	16.8972656	16.64876141	16.59857841	16.07284649	16.28040966	16.61209442	16.40584202	16.01391322	17.06255563	16.69980642	16.67596076	16.54918366	16.32117508	16.10094741	16.78136365	16.36463732	16.51837059
L0R6Q1	L0R6Q1	L0R6Q1	15.33928169	15.52265037	15.74546511	14.83096176	12.94856399	15.08958683	13.92490897	16.20573484	13.10062844	15.23222605	13.37447234	15.06906565	12.69172063	15.77078136	15.49658198	14.74563862	15.82005903	15.80123013	15.9016636	15.43412946	15.9261185	15.58833131	16.00890549	15.82249284
L0R819	L0R819	L0R819	15.94686453	15.85635429	15.12681148	15.42501061	16.0028951	15.78590216	16.02410603	16.12628894	15.47560646	15.57482197	15.58488269	15.55830237	15.81127748	15.86685837	15.46526735	16.66571193	15.60141816	15.58140526	15.31325666	15.58067405	15.44500273	15.26839264	15.94828915	15.88345651
O00115	DNASE2	O00115	17.04553303	17.00140304	16.92869909	16.12027232	17.29116631	17.10592386	17.0312809	17.03861705	16.75240779	16.92401975	16.87118243	16.30766437	17.1289058	17.03925305	17.074717	17.37825844	17.18133097	16.94191484	16.79896824	16.78058499	16.62318466	17.01813113	17.01158946	17.06875851
O00116	AGPS	O00116	15.91369715	15.97690402	16.00529678	15.86912463	15.79849489	16.01373364	15.61179587	15.83767819	15.73829838	15.80846003	16.12523644	15.91162208	15.81946632	15.83104795	16.06179827	15.76530248	15.70498403	15.92145948	15.68024966	15.80614506	15.89718766	15.84942787	15.80900867	15.78590056
O00124	UBXN8	O00124	14.84051272	14.36015011	13.1886971	13.65490626	12.55875346	13.93059708	12.38736106	12.73366933	10.96550826	13.54100121	13.74627076	13.10134161	13.21611005	13.47300344	13.3246925	14.13925635	11.44153529	14.91511982	12.24329049	11.00547079	12.53039922	11.42935016	12.61593337	13.52988628
O00139	KIF2A	O00139	15.73262014	15.80559699	15.71305343	15.80031097	15.8644877	15.82414568	15.78834707	15.6742558	15.59437772	15.74563134	15.76712029	15.78747638	15.74395069	15.74094194	15.74985976	16.0091141	15.72715332	15.72241985	15.36196164	16.09309166	15.61708657	15.69539693	15.70417209	15.653705
O00139	KIF2A	O00139;Q8N4N8	16.30134442	15.99345719	16.1202344	16.25382685	15.36723924	16.02825885	8.777735529	16.31866307	NA	16.14999026	16.0952939	15.69791298	16.24386639	16.22868519	NA	16.27005961	16.13697686	16.1047867	16.05191472	16.15248733	15.8880632	16.21631335	NA	16.03917318
O00142	TK2	O00142	13.7668713	13.47339177	14.13463785	14.23461806	14.06980484	14.29831088	14.34438417	14.07481331	13.94261822	14.9284335	14.22785004	14.61961392	14.16681694	13.81933417	14.41576517	14.24977626	13.44314017	14.12968727	13.55726147	14.62008756	14.35283702	14.52477682	13.98184725	14.37605019
O00148	DDX39A	O00148	15.30070743	15.63592019	15.49212215	16.04402114	15.6018778	15.78099131	14.56775105	14.75718107	14.62044508	14.48530564	14.92691565	14.81740451	15.24628588	15.57557248	15.66182052	15.46677426	14.92515584	15.59927909	13.75756476	14.82595894	15.2136767	14.3813256	14.36831226	14.97322738
O00148	DDX39A	O00148;Q13838	18.67557174	18.53205137	18.67440128	18.62655543	18.57504896	18.34833482	18.47034328	18.33544674	18.50076733	18.36610583	18.57122909	18.21532694	18.55134881	18.48970918	18.65960287	18.43161067	18.47493897	18.6531011	18.45235484	18.13118172	18.59393305	18.12000289	18.42694021	18.35643144
O00151	PDLIM1	O00151	16.85217775	16.66067015	16.63569832	16.32845101	16.81822522	16.76177235	17.03962676	16.9411255	16.8461064	16.9353104	16.93615586	16.88084163	16.79902575	16.89946418	16.48721243	17.17035623	17.11457065	16.69874873	16.64157387	16.74684461	16.82012251	17.22920502	17.31010583	17.4105676
O00154	ACOT7	O00154	16.86915442	16.98912757	16.92625126	17.29499908	16.93595703	16.96152102	16.34714535	16.95459274	17.05864961	16.97635594	17.07522325	16.02780003	16.74335817	16.62153856	16.8874148	16.52150546	16.93420225	16.79539723	16.66536384	16.29007173	16.87065845	16.81452508	16.78161107	16.87771561
O00159	MYO1C	O00159	15.25604587	14.94658915	15.1368923	15.76869393	14.94663918	15.34182253	14.87662396	14.35776632	14.63194749	14.99558742	14.92779925	14.93133901	15.33933199	15.14054361	15.23871595	15.42557236	14.88271606	14.96894282	14.69967377	15.02448307	15.2471682	14.59706195	14.9145611	15.21976213
O00161	SNAP23	O00161	15.03959105	14.80399426	15.04230053	14.00778601	15.41106931	15.09423633	15.11443623	15.25848228	14.75677967	15.24621821	15.41777128	15.26338978	15.27943881	15.26314324	15.15196549	15.43517902	15.39423217	13.95646997	14.70835557	15.23132093	15.14388676	15.89592867	15.61859297	15.97025208
O00165	HAX1	O00165	15.35706835	15.28012726	14.73014157	15.38116412	15.60921589	15.81424009	16.12616263	15.74707711	16.07612808	15.90048625	16.1553969	15.95546	15.5262533	15.8559249	15.75604921	15.82168796	15.76696564	15.58239407	15.33395275	16.05668282	15.88425352	16.22247776	15.72779187	16.10360552
O00170	AIP	O00170	15.49358876	15.72078205	15.49575993	15.43374214	15.62939533	15.87576191	15.49889763	15.67196409	15.48656848	15.881046	15.94009778	15.889019	15.56037883	15.44292487	15.50190805	15.49134499	15.26755919	15.42345457	15.39038759	15.29628027	15.41559704	15.69711583	15.53372403	15.50928833
O00178	GTPBP1	O00178	14.45019294	14.22670584	14.40509621	14.27563074	14.3370114	14.31529178	13.62071928	13.76405778	14.08213846	14.02967341	13.62226303	13.71198417	14.31863291	14.17220224	14.09019616	14.39281732	13.99701201	13.9140208	12.42048996	13.11341457	14.2345399	13.49349683	13.45796296	13.84463422
O00180	KCNK1	O00180	12.01681118	12.28930145	NA	13.84009954	12.46076164	12.36731611	NA	NA	11.97991408	12.95374519	NA	12.04985761	13.23900258	11.68257166	12.59496179	12.50490193	NA	12.25337529	12.63081596	12.09522919	12.10940041	13.64915037	11.54003117	13.52100692
O00186	STXBP3	O00186	15.28716103	15.35989904	15.28922694	15.11237408	15.30723304	15.31741705	15.23027265	15.08956764	15.2682072	15.22909208	15.24257003	14.7609214	15.21232699	15.17249389	15.31606823	15.13058502	15.11520553	15.10601489	15.00985391	15.23925414	15.14796752	15.11916889	15.3210477	15.16413641
O00193	C11orf58	O00193	16.07861797	16.04400989	16.02829229	15.74213896	16.31547373	16.25093668	16.20568745	16.19025327	15.79256576	16.12276841	15.89920646	15.51354688	16.15127377	15.8149904	15.71900234	16.39700592	16.35063607	16.01670091	15.64564394	15.82690204	15.48033837	15.94973719	16.08548571	16.31988593
O00194	RAB27B	O00194	15.05687345	15.14531372	15.06186294	14.64437947	15.00862827	15.24163722	15.19097922	15.04415546	14.14388176	15.1643155	15.20227013	15.11508663	15.22675076	13.85914271	15.14849143	14.60868426	14.61775266	14.93388601	14.29220915	14.75541174	14.87511203	14.25853745	14.30227907	14.51793746
